purchase_order_number,line_number,sku,quantity_ordered,unit_cost_gbp,line_status
PO-2024-00186,4,RENW-1201,3,987.22,Received in full
PO-2024-00187,1,ELEC-1049,338,34.15,Part received
PO-2024-00188,1,VENT-1095,21,142.52,Received in full
PO-2024-00188,2,TOOL-1003,36,28.04,Received in full
PO-2024-00188,3,VALV-1007,32,11.48,Received in full
PO-2024-00188,4,VENT-1009,11,421.61,Received in full
PO-2024-00189,1,RENW-1100,60,653.31,Received in full
PO-2024-00189,2,RENW-1087,21,1021.51,Received in full
PO-2024-00189,3,ELEC-1036,63,2.31,Received in full
PO-2024-00189,4,ELEC-1025,54,29.36,Received in full
PO-2024-00190,1,RENW-1087,36,797.87,Received in full
PO-2024-00190,2,TOOL-1021,238,1.38,Part received
PO-2024-00190,3,VALV-1084,84,81.78,Part received
PO-2024-00191,1,HEAT-1203,30,471.56,Received in full
PO-2024-00191,2,ELEC-1131,378,14.76,Part received
PO-2024-00192,1,ELEC-1014,54,2.57,Received in full
PO-2024-00192,2,VENT-1199,9,64.75,Received in full
PO-2024-00193,1,TOOL-1175,45,2.77,Received in full
PO-2024-00193,2,TOOL-1214,36,9.85,Received in full
PO-2024-00194,1,ELEC-1008,171,4.46,Received in full
PO-2024-00195,1,VENT-1119,22,637.65,Received in full
PO-2024-00195,2,ELEC-1150,75,14.88,Received in full
PO-2024-00196,1,VENT-1084,19,39.31,Received in full
PO-2024-00197,1,HEAT-1200,6,957.82,Received in full
PO-2024-00197,2,TOOL-1067,104,7.41,Part received
PO-2024-00198,1,PIPE-1189,150,1.11,Received in full
PO-2024-00199,1,HEAT-1033,7,795.01,Received in full
PO-2024-00199,2,DRAIN-1173,24,188.58,Received in full
PO-2024-00200,1,HEAT-1142,11,432.17,Received in full
PO-2024-00200,2,PIPE-1135,180,4.08,Received in full
PO-2024-00200,3,HEAT-1022,6,213.29,Received in full
PO-2024-00200,4,VALV-1075,15,26.68,Received in full
PO-2024-00201,1,HEAT-1082,14,209.62,Received in full
PO-2024-00202,1,PIPE-1109,450,3.47,Received in full
PO-2024-00203,1,ELEC-1094,180,3.19,Part received
PO-2024-00203,2,HEAT-1192,7,260.39,Received in full
PO-2024-00203,3,RENW-1081,3,2062.5,Received in full
PO-2024-00204,1,HEAT-1064,5,269.19,Received in full
PO-2024-00204,2,HEAT-1016,29,461.23,Received in full
PO-2024-00205,1,HEAT-1130,8,668.18,Received in full
PO-2024-00205,2,PIPE-1214,152,0.42,Received in full
PO-2024-00205,3,TOOL-1087,42,2.21,Received in full
PO-2024-00205,4,TOOL-1018,66,1.1,Received in full
PO-2024-00206,1,VALV-1065,24,92.03,Received in full
PO-2024-00206,2,VALV-1091,43,68.27,Received in full
PO-2024-00206,3,VALV-1204,21,38.46,Received in full
PO-2024-00206,4,PIPE-1061,414,2.12,Part received
PO-2024-00207,1,ELEC-1217,210,101.42,Received in full
PO-2024-00207,2,DRAIN-1204,42,6.99,Received in full
PO-2024-00207,3,ELEC-1184,112,104.07,Received in full
PO-2024-00207,4,ELEC-1150,85,14.77,Part received
PO-2024-00208,1,DRAIN-1075,25,62.2,Received in full
PO-2024-00208,2,ELEC-1075,54,29.14,Received in full
PO-2024-00208,3,VENT-1149,11,47.35,Received in full
PO-2024-00208,4,TOOL-1163,46,6.72,Received in full
PO-2024-00209,1,TOOL-1007,36,1.86,Received in full
PO-2024-00209,2,ELEC-1176,54,13.35,Received in full
PO-2024-00210,1,VALV-1007,25,11.64,Received in full
PO-2024-00210,2,DRAIN-1016,46,75.06,Received in full
PO-2024-00210,3,TOOL-1219,37,0.87,Part received
PO-2024-00211,1,TOOL-1219,52,0.86,Received in full
PO-2024-00211,2,VALV-1007,32,11.53,Received in full
PO-2024-00211,3,RENW-1100,61,650.3,Received in full
PO-2024-00211,4,PIPE-1004,296,1.62,Received in full
PO-2024-00212,1,HEAT-1137,7,603.83,Received in full
PO-2024-00212,2,DRAIN-1084,24,7.51,Received in full
PO-2024-00212,3,DRAIN-1056,24,23.28,Received in full
PO-2024-00213,1,RENW-1203,6,761.6,Received in full
PO-2024-00213,2,RENW-1112,12,702.58,Received in full
PO-2024-00213,3,DRAIN-1148,24,8.84,Received in full
PO-2024-00214,1,VENT-1158,6,114.85,Received in full
PO-2024-00214,2,TOOL-1110,64,20.51,Received in full
PO-2024-00215,1,DRAIN-1009,24,7.18,Part received
PO-2024-00216,1,DRAIN-1145,38,14.47,Received in full
PO-2024-00217,1,HEAT-1039,5,261.17,Received in full
PO-2024-00217,2,HEAT-1073,7,397.52,Received in full
PO-2024-00217,3,DRAIN-1122,24,38.6,Received in full
PO-2024-00218,1,DRAIN-1047,69,173.24,Received in full
PO-2024-00219,1,PIPE-1064,200,8.12,Part received
PO-2024-00220,1,PIPE-1165,208,14.29,Received in full
PO-2024-00220,2,DRAIN-1179,145,103.62,Received in full
PO-2024-00220,3,RENW-1127,3,1215.68,Received in full
PO-2024-00220,4,VENT-1080,6,81.78,Received in full
PO-2024-00221,1,VALV-1113,15,8.98,Received in full
PO-2024-00222,1,ELEC-1008,630,3.52,Part received
PO-2024-00222,2,PIPE-1094,198,7.79,Part received
PO-2024-00222,3,HEAT-1124,24,489.46,Received in full
PO-2024-00223,1,DRAIN-1037,24,22.86,Received in full
PO-2024-00224,1,HEAT-1016,14,465.08,Received in full
PO-2024-00224,2,DRAIN-1130,25,57.23,Received in full
PO-2024-00225,1,HEAT-1211,8,402.92,Received in full
PO-2024-00226,1,VALV-1037,15,32.72,Received in full
PO-2024-00226,2,VALV-1137,19,64.72,Received in full
PO-2024-00227,1,RENW-1212,4,1986.23,Received in full
PO-2024-00227,2,PIPE-1150,300,0.39,Part received
PO-2024-00227,3,HEAT-1151,8,631.95,Received in full
PO-2024-00228,1,PIPE-1150,791,0.29,Part received
PO-2024-00228,2,VALV-1192,138,27.67,Part received
PO-2024-00228,3,HEAT-1059,10,194.9,Received in full
PO-2024-00228,4,TOOL-1031,147,11.39,Part received
PO-2024-00229,1,TOOL-1201,36,11.74,Part received
PO-2024-00229,2,PIPE-1029,465,4.26,Part received
PO-2024-00230,1,ELEC-1217,182,101.67,Received in full
PO-2024-00230,2,ELEC-1184,91,103.46,Part received
PO-2024-00231,1,HEAT-1064,5,273.08,Received in full
PO-2024-00231,2,TOOL-1175,36,2.81,Received in full
PO-2024-00231,3,RENW-1000,16,1722.78,Received in full
PO-2024-00232,1,VALV-1024,15,117.69,Received in full
PO-2024-00233,1,RENW-1000,42,1322.99,Part received
PO-2024-00233,2,VALV-1091,112,48.68,Received in full
PO-2024-00234,1,DRAIN-1106,64,9.6,Received in full
PO-2024-00234,2,ELEC-1049,481,34.7,Received in full
PO-2024-00234,3,PIPE-1142,228,0.42,Part received
PO-2024-00235,1,VALV-1110,20,11.78,Received in full
PO-2024-00236,1,PIPE-1070,372,10.68,Part received
PO-2024-00236,2,VENT-1019,66,42.71,Part received
PO-2024-00236,3,DRAIN-1161,154,5.68,Part received
PO-2024-00237,1,PIPE-1064,272,8.15,Part received
PO-2024-00238,1,HEAT-1168,5,480.41,Received in full
PO-2024-00238,2,TOOL-1128,510,2.53,Part received
PO-2024-00238,3,VENT-1053,6,31.7,Received in full
PO-2024-00238,4,VENT-1176,6,43.22,Received in full
PO-2024-00239,1,RENW-1035,9,1399.68,Received in full
PO-2024-00239,2,ELEC-1134,112,86.44,Received in full
PO-2024-00239,3,ELEC-1067,54,5.2,Received in full
PO-2024-00239,4,DRAIN-1161,60,7.74,Received in full
PO-2024-00240,1,DRAIN-1214,35,35.26,Received in full
PO-2024-00241,1,TOOL-1003,36,28.18,Received in full
PO-2024-00241,2,RENW-1105,5,2715.33,Received in full
PO-2024-00241,3,HEAT-1142,11,439.86,Received in full
PO-2024-00241,4,DRAIN-1016,53,74.48,Received in full
PO-2024-00242,1,HEAT-1130,8,657.35,Received in full
PO-2024-00242,2,TOOL-1137,45,21.49,Received in full
PO-2024-00242,3,ELEC-1025,54,29.51,Received in full
PO-2024-00242,4,VALV-1007,25,11.64,Received in full
PO-2024-00243,1,HEAT-1203,12,584.22,Received in full
PO-2024-00243,2,VALV-1056,33,24.45,Received in full
PO-2024-00243,3,RENW-1010,7,2809.26,Received in full
PO-2024-00244,1,PIPE-1189,155,1.1,Received in full
PO-2024-00244,2,ELEC-1214,168,1.4,Received in full
PO-2024-00245,1,VALV-1056,78,19.04,Part received
PO-2024-00245,2,TOOL-1144,90,1.04,Part received
PO-2024-00245,3,TOOL-1205,48,1.2,Received in full
PO-2024-00245,4,VALV-1084,84,81.66,Received in full
PO-2024-00246,1,ELEC-1005,54,27.53,Received in full
PO-2024-00247,1,TOOL-1219,44,0.87,Received in full
PO-2024-00247,2,TOOL-1137,52,21.48,Received in full
PO-2024-00247,3,HEAT-1182,5,434.03,Received in full
PO-2024-00247,4,VALV-1196,15,35.65,Received in full
PO-2024-00248,1,TOOL-1021,238,1.37,Part received
PO-2024-00248,2,PIPE-1119,1876,5.34,Part received
PO-2024-00249,1,HEAT-1082,15,208.66,Received in full
PO-2024-00249,2,ELEC-1131,150,19.91,Part received
PO-2024-00250,1,PIPE-1201,1984,11.53,Part received
PO-2024-00250,2,VALV-1130,19,18.64,Received in full
PO-2024-00250,3,ELEC-1088,140,13.26,Part received
PO-2024-00251,1,ELEC-1046,55,50.18,Received in full
PO-2024-00252,1,PIPE-1119,600,6.8,Part received
PO-2024-00253,1,ELEC-1134,104,87.39,Received in full
PO-2024-00254,1,ELEC-1046,55,51.5,Part received
PO-2024-00255,1,ELEC-1197,59,55.64,Received in full
PO-2024-00255,2,VALV-1102,27,60.87,Received in full
PO-2024-00255,3,DRAIN-1179,120,103.29,Received in full
PO-2024-00255,4,DRAIN-1016,46,73.16,Received in full
PO-2024-00256,1,HEAT-1009,5,635.86,Received in full
PO-2024-00256,2,RENW-1203,6,758.33,Received in full
PO-2024-00257,1,HEAT-1016,66,381.89,Part received
PO-2024-00257,2,RENW-1095,9,1724.13,Received in full
PO-2024-00257,3,PIPE-1017,858,0.49,Part received
PO-2024-00257,4,VALV-1175,16,28.32,Received in full
PO-2024-00258,1,DRAIN-1106,54,9.52,Received in full
PO-2024-00258,2,PIPE-1142,180,0.43,Received in full
PO-2024-00258,3,DRAIN-1037,24,22.98,Received in full
PO-2024-00259,1,PIPE-1088,308,0.27,Part received
PO-2024-00259,2,TOOL-1067,258,5.87,Part received
PO-2024-00260,1,RENW-1000,19,1718.33,Received in full
PO-2024-00261,1,PIPE-1101,290,1.81,Received in full
PO-2024-00261,2,ELEC-1102,54,11.6,Received in full
PO-2024-00261,3,TOOL-1115,36,1.02,Received in full
PO-2024-00261,4,ELEC-1031,54,1.87,Part received
PO-2024-00262,1,ELEC-1107,156,2.43,Part received
PO-2024-00263,1,PIPE-1029,405,4.37,Received in full
PO-2024-00264,1,PIPE-1214,152,0.42,Received in full
PO-2024-00264,2,TOOL-1128,425,2.51,Received in full
PO-2024-00265,1,DRAIN-1113,47,15.45,Part received
PO-2024-00266,1,VENT-1185,6,70.74,Received in full
PO-2024-00266,2,RENW-1100,26,659.84,Received in full
PO-2024-00266,3,PIPE-1004,248,1.59,Part received
PO-2024-00267,1,VALV-1091,112,49.26,Part received
PO-2024-00268,1,DRAIN-1204,96,5.15,Part received
PO-2024-00268,2,TOOL-1110,144,16.02,Part received
PO-2024-00268,3,DRAIN-1113,114,11.68,Part received
PO-2024-00269,1,HEAT-1200,6,934.46,Received in full
PO-2024-00270,1,HEAT-1130,10,671.58,Received in full
PO-2024-00270,2,TOOL-1163,46,6.78,Received in full
PO-2024-00271,1,ELEC-1217,210,102.56,Received in full
PO-2024-00271,2,RENW-1145,7,2450.42,Received in full
PO-2024-00271,3,TOOL-1092,70,30.34,Part received
PO-2024-00272,1,HEAT-1124,8,644.21,Received in full
PO-2024-00273,1,PIPE-1142,156,0.43,Received in full
PO-2024-00274,1,VENT-1095,26,143.48,Received in full
PO-2024-00274,2,HEAT-1130,13,658.91,Received in full
PO-2024-00275,1,HEAT-1200,8,941.33,Received in full
PO-2024-00275,2,VENT-1019,26,58.43,Received in full
PO-2024-00275,3,DRAIN-1186,24,51.68,Received in full
PO-2024-00275,4,TOOL-1067,112,7.44,Received in full
PO-2024-00276,1,HEAT-1203,12,584.11,Received in full
PO-2024-00276,2,DRAIN-1138,24,152.18,Received in full
PO-2024-00277,1,RENW-1192,8,1176.58,Received in full
PO-2024-00277,2,DRAIN-1082,24,6.05,Received in full
PO-2024-00277,3,VENT-1095,21,143.71,Received in full
PO-2024-00278,1,PIPE-1201,1664,11.75,Part received
PO-2024-00279,1,ELEC-1214,144,1.4,Received in full
PO-2024-00279,2,VALV-1215,18,20.81,Received in full
PO-2024-00280,1,HEAT-1109,5,240.01,Received in full
PO-2024-00280,2,ELEC-1025,54,29.15,Received in full
PO-2024-00280,3,VENT-1149,11,48.05,Received in full
PO-2024-00281,1,HEAT-1137,7,610.0,Received in full
PO-2024-00281,2,DRAIN-1084,24,7.54,Received in full
PO-2024-00281,3,ELEC-1005,54,27.61,Part received
PO-2024-00282,1,VALV-1121,42,83.12,Received in full
PO-2024-00283,1,TOOL-1021,87,1.71,Received in full
PO-2024-00283,2,DRAIN-1047,81,170.5,Received in full
PO-2024-00284,1,HEAT-1064,24,216.3,Received in full
PO-2024-00284,2,PIPE-1061,990,1.51,Part received
PO-2024-00284,3,TOOL-1051,77,0.83,Part received
PO-2024-00285,1,HEAT-1033,7,779.17,Received in full
PO-2024-00286,1,VALV-1110,23,11.81,Received in full
PO-2024-00287,1,DRAIN-1145,46,14.47,Received in full
PO-2024-00287,2,ELEC-1194,68,50.81,Received in full
PO-2024-00287,3,RENW-1035,9,1401.3,Received in full
PO-2024-00287,4,RENW-1152,6,1939.83,Received in full
PO-2024-00288,1,ELEC-1008,630,3.55,Part received
PO-2024-00288,2,PIPE-1094,198,7.72,Received in full
PO-2024-00289,1,VALV-1065,20,93.74,Received in full
PO-2024-00289,2,VALV-1204,19,37.72,Received in full
PO-2024-00290,1,PIPE-1206,168,0.55,Received in full
PO-2024-00290,2,PIPE-1004,208,1.62,Part received
PO-2024-00290,3,HEAT-1130,8,658.66,Received in full
PO-2024-00290,4,ELEC-1197,59,55.1,Received in full
PO-2024-00291,1,DRAIN-1158,112,79.85,Part received
PO-2024-00292,1,PIPE-1165,192,14.04,Received in full
PO-2024-00292,2,TOOL-1087,42,2.2,Received in full
PO-2024-00293,1,ELEC-1197,71,55.82,Received in full
PO-2024-00293,2,TOOL-1219,44,0.85,Received in full
PO-2024-00293,3,VALV-1187,17,11.19,Received in full
PO-2024-00293,4,HEAT-1103,7,198.28,Received in full
PO-2024-00294,1,VENT-1141,6,164.71,Received in full
PO-2024-00294,2,ELEC-1162,54,23.7,Received in full
PO-2024-00294,3,RENW-1212,4,1955.15,Received in full
PO-2024-00295,1,ELEC-1204,130,17.43,Received in full
PO-2024-00296,1,PIPE-1214,152,0.42,Part received
PO-2024-00297,1,RENW-1087,36,778.69,Part received
PO-2024-00297,2,DRAIN-1204,96,5.11,Part received
PO-2024-00297,3,ELEC-1046,196,37.58,Part received
PO-2024-00297,4,RENW-1161,11,507.16,Received in full
PO-2024-00298,1,VENT-1075,6,178.35,Received in full
PO-2024-00298,2,TOOL-1201,36,11.84,Received in full
PO-2024-00298,3,PIPE-1126,150,7.49,Received in full
PO-2024-00298,4,ELEC-1119,54,67.95,Received in full
PO-2024-00299,1,VENT-1141,6,167.18,Received in full
PO-2024-00300,1,DRAIN-1204,42,6.84,Received in full
PO-2024-00300,2,HEAT-1211,8,408.24,Received in full
PO-2024-00300,3,VENT-1119,26,634.12,Received in full
PO-2024-00300,4,DRAIN-1051,24,125.1,Received in full
PO-2024-00301,1,HEAT-1082,14,206.61,Received in full
PO-2024-00302,1,VENT-1002,18,57.66,Received in full
PO-2024-00302,2,DRAIN-1106,54,9.63,Received in full
PO-2024-00303,1,HEAT-1082,20,206.94,Received in full
PO-2024-00303,2,ELEC-1131,190,19.61,Part received
PO-2024-00304,1,RENW-1022,5,1211.15,Received in full
PO-2024-00304,2,TOOL-1124,36,21.85,Received in full
PO-2024-00304,3,TOOL-1018,80,1.1,Received in full
PO-2024-00304,4,HEAT-1109,5,244.83,Received in full
PO-2024-00305,1,DRAIN-1068,24,9.74,Received in full
PO-2024-00305,2,VENT-1115,6,40.86,Received in full
PO-2024-00306,1,DRAIN-1192,29,116.11,Received in full
PO-2024-00306,2,VENT-1199,9,66.02,Received in full
PO-2024-00306,3,VENT-1105,6,160.11,Received in full
PO-2024-00307,1,VENT-1214,16,160.59,Received in full
PO-2024-00307,2,TOOL-1137,45,21.11,Part received
PO-2024-00308,1,VALV-1121,38,83.82,Received in full
PO-2024-00308,2,ELEC-1046,54,53.28,Part received
PO-2024-00309,1,ELEC-1150,75,14.93,Received in full
PO-2024-00309,2,HEAT-1211,7,409.85,Received in full
PO-2024-00309,3,ELEC-1217,182,103.56,Part received
PO-2024-00310,1,DRAIN-1158,264,60.06,Part received
PO-2024-00310,2,VALV-1192,138,27.83,Part received
PO-2024-00310,3,TOOL-1031,147,11.2,Part received
PO-2024-00311,1,RENW-1061,10,1380.91,Received in full
PO-2024-00311,2,ELEC-1131,378,14.71,Part received
PO-2024-00311,3,DRAIN-1161,154,5.81,Part received
PO-2024-00311,4,VENT-1158,14,90.69,Received in full
PO-2024-00312,1,VALV-1065,24,94.02,Received in full
PO-2024-00312,2,VALV-1140,15,19.49,Part received
PO-2024-00312,3,VALV-1091,43,69.04,Received in full
PO-2024-00312,4,VALV-1204,21,38.06,Received in full
PO-2024-00313,1,ELEC-1131,150,19.94,Received in full
PO-2024-00313,2,HEAT-1082,15,206.94,Received in full
PO-2024-00314,1,DRAIN-1056,24,23.44,Received in full
PO-2024-00314,2,VENT-1129,9,53.13,Received in full
PO-2024-00315,1,DRAIN-1106,132,7.55,Part received
PO-2024-00315,2,PIPE-1168,2118,0.69,Part received
PO-2024-00316,1,RENW-1081,3,2073.36,Received in full
PO-2024-00316,2,RENW-1042,6,773.88,Received in full
PO-2024-00317,1,DRAIN-1037,24,22.88,Received in full
PO-2024-00318,1,PIPE-1109,450,3.41,Received in full
PO-2024-00318,2,TOOL-1175,36,2.78,Received in full
PO-2024-00319,1,PIPE-1142,156,0.43,Received in full
PO-2024-00319,2,ELEC-1049,338,34.36,Received in full
PO-2024-00320,1,ELEC-1134,144,86.5,Part received
PO-2024-00320,2,DRAIN-1161,76,7.88,Received in full
PO-2024-00321,1,PIPE-1214,152,0.41,Received in full
PO-2024-00321,2,DRAIN-1082,24,6.15,Received in full
PO-2024-00321,3,RENW-1068,3,2825.16,Received in full
PO-2024-00321,4,VENT-1185,6,70.49,Received in full
PO-2024-00322,1,TOOL-1175,102,2.23,Part received
PO-2024-00322,2,TOOL-1077,240,1.97,Part received
PO-2024-00322,3,PIPE-1088,308,0.27,Part received
PO-2024-00323,1,DRAIN-1145,38,14.44,Part received
PO-2024-00324,1,ELEC-1184,273,78.87,Part received
PO-2024-00325,1,PIPE-1004,248,1.63,Received in full
PO-2024-00325,2,PIPE-1101,290,1.78,Received in full
PO-2024-00325,3,HEAT-1130,10,666.27,Part received
PO-2024-00325,4,DRAIN-1075,25,61.78,Received in full
PO-2024-00326,1,ELEC-1204,145,17.46,Received in full
PO-2024-00326,2,TOOL-1110,64,20.29,Received in full
PO-2024-00327,1,DRAIN-1130,25,57.19,Received in full
PO-2024-00327,2,TOOL-1214,36,9.92,Received in full
PO-2024-00327,3,VENT-1084,21,39.5,Received in full
PO-2024-00327,4,PIPE-1109,504,3.39,Part received
PO-2024-00328,1,VENT-1095,18,142.43,Received in full
PO-2024-00328,2,TOOL-1003,36,28.39,Received in full
PO-2024-00328,3,PIPE-1165,192,14.06,Received in full
PO-2024-00329,1,ELEC-1094,156,3.2,Received in full
PO-2024-00329,2,DRAIN-1214,29,35.31,Received in full
PO-2024-00330,1,ELEC-1214,144,1.39,Part received
PO-2024-00331,1,ELEC-1075,54,29.12,Received in full
PO-2024-00331,2,VALV-1002,15,50.2,Received in full
PO-2024-00331,3,VENT-1176,6,44.25,Received in full
PO-2024-00331,4,VALV-1007,32,11.49,Received in full
PO-2024-00332,1,TOOL-1100,36,22.3,Received in full
PO-2024-00332,2,DRAIN-1113,47,15.49,Received in full
PO-2024-00332,3,VENT-1066,8,42.23,Received in full
PO-2024-00332,4,HEAT-1094,5,543.56,Received in full
PO-2024-00333,1,VENT-1119,32,632.62,Received in full
PO-2024-00334,1,ELEC-1081,54,14.38,Part received
PO-2024-00334,2,ELEC-1214,168,1.38,Received in full
PO-2024-00334,3,RENW-1018,3,1816.97,Received in full
PO-2024-00334,4,PIPE-1189,155,1.11,Part received
PO-2024-00335,1,PIPE-1101,666,1.44,Part received
PO-2024-00335,2,ELEC-1184,273,78.64,Part received
PO-2024-00335,3,HEAT-1124,24,490.86,Received in full
PO-2024-00336,1,DRAIN-1047,100,170.29,Received in full
PO-2024-00337,1,RENW-1127,3,1238.33,Received in full
PO-2024-00337,2,RENW-1201,3,997.15,Received in full
PO-2024-00337,3,TOOL-1219,44,0.87,Received in full
PO-2024-00337,4,PIPE-1135,180,4.05,Received in full
PO-2024-00338,1,VALV-1007,25,11.6,Received in full
PO-2024-00338,2,PIPE-1135,150,4.1,Part received
PO-2024-00339,1,ELEC-1107,156,2.44,Received in full
PO-2024-00340,1,ELEC-1049,870,26.83,Part received
PO-2024-00340,2,RENW-1070,4,799.35,Received in full
PO-2024-00341,1,DRAIN-1106,54,9.59,Received in full
PO-2024-00341,2,PIPE-1142,180,0.42,Received in full
PO-2024-00342,1,ELEC-1107,180,2.48,Part received
PO-2024-00342,2,PIPE-1025,795,2.3,Part received
PO-2024-00342,3,DRAIN-1199,24,5.57,Received in full
PO-2024-00342,4,RENW-1134,3,689.38,Received in full
PO-2024-00343,1,VENT-1119,22,634.76,Received in full
PO-2024-00343,2,TOOL-1092,60,30.18,Received in full
PO-2024-00344,1,PIPE-1029,405,4.37,Part received
PO-2024-00344,2,TOOL-1201,36,11.82,Received in full
PO-2024-00344,3,VALV-1024,15,117.03,Received in full
PO-2024-00345,1,ELEC-1107,228,2.48,Part received
PO-2024-00345,2,TOOL-1077,126,2.57,Received in full
PO-2024-00346,1,HEAT-1137,7,601.09,Received in full
PO-2024-00347,1,ELEC-1036,76,2.31,Part received
PO-2024-00347,2,TOOL-1003,36,28.56,Received in full
PO-2024-00347,3,RENW-1105,5,2721.46,Received in full
PO-2024-00347,4,VENT-1185,6,71.04,Received in full
PO-2024-00348,1,ELEC-1134,112,87.37,Part received
PO-2024-00348,2,DRAIN-1145,46,14.44,Received in full
PO-2024-00349,1,DRAIN-1009,24,7.15,Received in full
PO-2024-00349,2,VENT-1134,8,46.18,Received in full
PO-2024-00349,3,TOOL-1149,41,3.22,Received in full
PO-2024-00350,1,ELEC-1204,190,17.15,Received in full
PO-2024-00351,1,PIPE-1044,1666,11.07,Part received
PO-2024-00351,2,TOOL-1021,238,1.35,Part received
PO-2024-00351,3,TOOL-1071,364,2.78,Part received
PO-2024-00351,4,PIPE-1061,990,1.5,Part received
PO-2024-00352,1,VALV-1130,19,18.23,Received in full
PO-2024-00352,2,ELEC-1088,140,13.08,Part received
PO-2024-00353,1,VENT-1019,26,59.31,Received in full
PO-2024-00353,2,HEAT-1073,7,405.05,Received in full
PO-2024-00353,3,HEAT-1200,8,940.3,Received in full
PO-2024-00353,4,RENW-1053,15,2567.36,Received in full
PO-2024-00354,1,VENT-1026,6,52.81,Received in full
PO-2024-00354,2,DRAIN-1082,24,6.17,Received in full
PO-2024-00354,3,HEAT-1142,11,434.86,Received in full
PO-2024-00354,4,TOOL-1163,46,6.85,Received in full
PO-2024-00355,1,TOOL-1021,87,1.69,Received in full
PO-2024-00355,2,VENT-1060,6,122.12,Received in full
PO-2024-00356,1,PIPE-1119,600,6.77,Part received
PO-2024-00356,2,VENT-1084,19,39.9,Received in full
