receipt_reference,line_number,purchase_order_number,purchase_order_line_number,warehouse_code,receipt_date,quantity_received,quantity_rejected
GRN-2024-00366,1,PO-2024-00172,3,DAV,2024-02-29,47,0
GRN-2024-00367,1,PO-2024-00179,1,DAV,2024-02-29,5,0
GRN-2024-00368,1,PO-2024-00179,2,DAV,2024-02-29,5,0
GRN-2024-00369,1,PO-2024-00179,3,DAV,2024-02-29,3,0
GRN-2024-00370,1,PO-2024-00179,4,DAV,2024-02-29,25,0
GRN-2024-00371,1,PO-2024-00182,1,DAV,2024-02-29,18,0
GRN-2024-00372,1,PO-2024-00040,3,WAR,2024-03-01,784,7
GRN-2024-00373,1,PO-2024-00125,2,WAR,2024-03-01,18,1
GRN-2024-00374,1,PO-2024-00125,4,WAR,2024-03-01,37,0
GRN-2024-00375,1,PO-2024-00127,1,LIV,2024-03-01,54,1
GRN-2024-00376,1,PO-2024-00131,1,DAV,2024-03-01,21,0
GRN-2024-00377,1,PO-2024-00151,1,DAV,2024-03-01,7,0
GRN-2024-00378,1,PO-2024-00151,2,DAV,2024-03-01,9,0
GRN-2024-00379,1,PO-2024-00157,2,DAV,2024-03-01,7,0
GRN-2024-00380,1,PO-2024-00185,1,DAV,2024-03-01,15,0
GRN-2024-00381,1,PO-2024-00185,2,DAV,2024-03-01,15,0
GRN-2024-00382,1,PO-2024-00186,1,DAV,2024-03-01,51,0
GRN-2024-00383,1,PO-2024-00186,2,DAV,2024-03-01,54,0
GRN-2024-00384,1,PO-2024-00186,3,DAV,2024-03-01,15,0
GRN-2024-00385,1,PO-2024-00186,4,DAV,2024-03-01,3,0
GRN-2024-00386,1,PO-2024-00187,1,WAR,2024-03-01,337,1
GRN-2024-00387,1,PO-2024-00188,4,DAV,2024-03-01,11,0
GRN-2024-00388,1,PO-2024-00014,2,WAR,2024-03-04,76,2
GRN-2024-00389,1,PO-2024-00131,2,DAV,2024-03-04,4,0
GRN-2024-00390,1,PO-2024-00157,1,DAV,2024-03-04,8,0
GRN-2024-00391,1,PO-2024-00159,1,WAR,2024-03-04,78,0
GRN-2024-00392,1,PO-2024-00188,1,DAV,2024-03-04,21,0
GRN-2024-00393,1,PO-2024-00188,2,DAV,2024-03-04,36,0
GRN-2024-00394,1,PO-2024-00188,3,DAV,2024-03-04,32,0
GRN-2024-00395,1,PO-2024-00189,1,WAR,2024-03-04,60,0
GRN-2024-00396,1,PO-2024-00189,2,WAR,2024-03-04,14,0
GRN-2024-00397,1,PO-2024-00189,3,WAR,2024-03-04,63,0
GRN-2024-00398,1,PO-2024-00189,4,WAR,2024-03-04,54,0
GRN-2024-00399,1,PO-2024-00035,4,LIV,2024-03-05,144,0
GRN-2024-00400,1,PO-2024-00115,2,WAR,2024-03-05,4,0
GRN-2024-00401,1,PO-2024-00161,1,DAV,2024-03-05,3,0
GRN-2024-00402,1,PO-2024-00161,2,DAV,2024-03-05,6,0
GRN-2024-00403,1,PO-2024-00161,3,DAV,2024-03-05,12,0
GRN-2024-00404,1,PO-2024-00168,2,DAV,2024-03-05,9,0
GRN-2024-00405,1,PO-2024-00192,1,DAV,2024-03-05,54,0
GRN-2024-00406,1,PO-2024-00192,2,DAV,2024-03-05,9,0
GRN-2024-00407,1,PO-2024-00193,1,DAV,2024-03-05,45,0
GRN-2024-00408,1,PO-2024-00193,2,DAV,2024-03-05,36,0
GRN-2024-00409,1,PO-2024-00194,1,WAR,2024-03-05,171,0
GRN-2024-00410,1,PO-2024-00196,1,WAR,2024-03-05,19,0
GRN-2024-00411,1,PO-2024-00198,1,WAR,2024-03-05,150,0
GRN-2024-00412,1,PO-2024-00205,3,WAR,2024-03-05,42,0
GRN-2024-00413,1,PO-2024-00133,2,WAR,2024-03-06,2,0
GRN-2024-00414,1,PO-2024-00199,1,DAV,2024-03-06,7,0
GRN-2024-00415,1,PO-2024-00199,2,DAV,2024-03-06,24,0
GRN-2024-00416,1,PO-2024-00200,1,DAV,2024-03-06,11,0
GRN-2024-00417,1,PO-2024-00200,2,DAV,2024-03-06,125,0
GRN-2024-00418,1,PO-2024-00200,3,DAV,2024-03-06,6,0
GRN-2024-00419,1,PO-2024-00200,4,DAV,2024-03-06,15,0
GRN-2024-00420,1,PO-2024-00202,1,WAR,2024-03-06,450,0
GRN-2024-00421,1,PO-2024-00014,4,WAR,2024-03-07,2040,39
GRN-2024-00422,1,PO-2024-00113,2,DAV,2024-03-07,54,1
GRN-2024-00423,1,PO-2024-00180,2,DAV,2024-03-07,67,1
GRN-2024-00424,1,PO-2024-00195,1,WAR,2024-03-07,22,0
GRN-2024-00425,1,PO-2024-00204,1,WAR,2024-03-07,5,0
GRN-2024-00426,1,PO-2024-00204,2,WAR,2024-03-07,29,0
GRN-2024-00427,1,PO-2024-00205,1,WAR,2024-03-07,8,0
GRN-2024-00428,1,PO-2024-00205,2,WAR,2024-03-07,152,0
GRN-2024-00429,1,PO-2024-00205,4,WAR,2024-03-07,66,0
GRN-2024-00430,1,PO-2024-00208,3,DAV,2024-03-07,11,0
GRN-2024-00431,1,PO-2024-00014,3,WAR,2024-03-08,88,2
GRN-2024-00432,1,PO-2024-00171,3,DAV,2024-03-08,178,2
GRN-2024-00433,1,PO-2024-00174,1,LIV,2024-03-08,153,1
GRN-2024-00434,1,PO-2024-00208,1,DAV,2024-03-08,17,0
GRN-2024-00435,1,PO-2024-00208,2,DAV,2024-03-08,54,0
GRN-2024-00436,1,PO-2024-00208,4,DAV,2024-03-08,46,0
GRN-2024-00437,1,PO-2024-00209,1,DAV,2024-03-08,36,0
GRN-2024-00438,1,PO-2024-00209,2,DAV,2024-03-08,54,0
GRN-2024-00439,1,PO-2024-00210,1,WAR,2024-03-08,25,0
GRN-2024-00440,1,PO-2024-00210,2,WAR,2024-03-08,46,0
GRN-2024-00441,1,PO-2024-00210,3,WAR,2024-03-08,36,1
GRN-2024-00442,1,PO-2024-00211,1,LIV,2024-03-08,31,0
GRN-2024-00443,1,PO-2024-00211,2,LIV,2024-03-08,32,0
GRN-2024-00444,1,PO-2024-00211,3,LIV,2024-03-08,61,0
GRN-2024-00445,1,PO-2024-00043,2,LIV,2024-03-11,194,4
GRN-2024-00446,1,PO-2024-00047,4,DAV,2024-03-11,77,0
GRN-2024-00447,1,PO-2024-00178,1,WAR,2024-03-11,55,0
GRN-2024-00448,1,PO-2024-00211,4,LIV,2024-03-11,296,0
GRN-2024-00449,1,PO-2024-00214,1,DAV,2024-03-11,6,0
GRN-2024-00450,1,PO-2024-00214,2,DAV,2024-03-11,64,0
GRN-2024-00451,1,PO-2024-00040,2,WAR,2024-03-12,138,6
GRN-2024-00452,1,PO-2024-00171,2,DAV,2024-03-12,24,0
GRN-2024-00453,1,PO-2024-00171,4,DAV,2024-03-12,450,0
GRN-2024-00454,1,PO-2024-00180,1,DAV,2024-03-12,6,0
GRN-2024-00455,1,PO-2024-00180,3,DAV,2024-03-12,9,0
GRN-2024-00456,1,PO-2024-00180,4,DAV,2024-03-12,44,2
GRN-2024-00457,1,PO-2024-00200,2,DAV,2024-03-12,55,0
GRN-2024-00458,1,PO-2024-00218,1,WAR,2024-03-12,69,0
GRN-2024-00459,1,PO-2024-00219,1,WAR,2024-03-12,199,1
GRN-2024-00460,1,PO-2024-00223,1,DAV,2024-03-12,24,0
GRN-2024-00461,1,PO-2024-00029,1,LIV,2024-03-13,402,6
GRN-2024-00462,1,PO-2024-00059,1,DAV,2024-03-13,7,0
GRN-2024-00463,1,PO-2024-00165,1,DAV,2024-03-13,18,0
GRN-2024-00464,1,PO-2024-00212,1,DAV,2024-03-13,5,0
GRN-2024-00465,1,PO-2024-00220,2,DAV,2024-03-13,112,0
GRN-2024-00466,1,PO-2024-00220,3,DAV,2024-03-13,3,0
GRN-2024-00467,1,PO-2024-00220,4,DAV,2024-03-13,6,0
GRN-2024-00468,1,PO-2024-00131,2,DAV,2024-03-14,2,0
GRN-2024-00469,1,PO-2024-00141,1,WAR,2024-03-14,62,0
GRN-2024-00470,1,PO-2024-00213,2,DAV,2024-03-14,8,0
GRN-2024-00471,1,PO-2024-00224,1,DAV,2024-03-14,14,0
GRN-2024-00472,1,PO-2024-00090,2,WAR,2024-03-15,301,7
GRN-2024-00473,1,PO-2024-00174,1,LIV,2024-03-15,112,0
GRN-2024-00474,1,PO-2024-00195,2,WAR,2024-03-15,75,0
GRN-2024-00475,1,PO-2024-00197,1,WAR,2024-03-15,6,0
GRN-2024-00476,1,PO-2024-00197,2,WAR,2024-03-15,102,2
GRN-2024-00477,1,PO-2024-00213,3,DAV,2024-03-15,24,0
GRN-2024-00478,1,PO-2024-00008,1,DAV,2024-03-18,27,1
GRN-2024-00479,1,PO-2024-00008,2,DAV,2024-03-18,358,6
GRN-2024-00480,1,PO-2024-00008,3,DAV,2024-03-18,158,2
GRN-2024-00481,1,PO-2024-00008,4,DAV,2024-03-18,1631,35
GRN-2024-00482,1,PO-2024-00014,1,WAR,2024-03-18,1630,36
GRN-2024-00483,1,PO-2024-00018,1,LIV,2024-03-18,84,0
GRN-2024-00484,1,PO-2024-00018,2,LIV,2024-03-18,140,4
GRN-2024-00485,1,PO-2024-00018,3,LIV,2024-03-18,179,3
GRN-2024-00486,1,PO-2024-00018,4,LIV,2024-03-18,23,1
GRN-2024-00487,1,PO-2024-00125,1,WAR,2024-03-18,25,0
GRN-2024-00488,1,PO-2024-00159,1,WAR,2024-03-18,26,0
GRN-2024-00489,1,PO-2024-00162,1,DAV,2024-03-18,198,1
GRN-2024-00490,1,PO-2024-00168,1,DAV,2024-03-18,10,0
GRN-2024-00491,1,PO-2024-00171,1,DAV,2024-03-18,54,0
GRN-2024-00492,1,PO-2024-00182,1,DAV,2024-03-18,11,0
GRN-2024-00493,1,PO-2024-00189,2,WAR,2024-03-18,7,0
GRN-2024-00494,1,PO-2024-00201,1,WAR,2024-03-18,14,0
GRN-2024-00495,1,PO-2024-00203,1,DAV,2024-03-18,129,1
GRN-2024-00496,1,PO-2024-00203,2,DAV,2024-03-18,7,0
GRN-2024-00497,1,PO-2024-00212,3,DAV,2024-03-18,24,0
GRN-2024-00498,1,PO-2024-00217,1,DAV,2024-03-18,5,0
GRN-2024-00499,1,PO-2024-00220,2,DAV,2024-03-18,33,0
GRN-2024-00500,1,PO-2024-00224,2,DAV,2024-03-18,16,0
GRN-2024-00501,1,PO-2024-00229,1,DAV,2024-03-18,35,1
GRN-2024-00502,1,PO-2024-00229,2,DAV,2024-03-18,464,1
GRN-2024-00503,1,PO-2024-00230,2,WAR,2024-03-18,89,2
GRN-2024-00504,1,PO-2024-00231,1,WAR,2024-03-18,5,0
GRN-2024-00505,1,PO-2024-00231,2,WAR,2024-03-18,36,0
GRN-2024-00506,1,PO-2024-00231,3,WAR,2024-03-18,16,0
GRN-2024-00507,1,PO-2024-00232,1,WAR,2024-03-18,15,0
GRN-2024-00508,1,PO-2024-00234,1,LIV,2024-03-18,64,0
GRN-2024-00509,1,PO-2024-00234,2,LIV,2024-03-18,481,0
GRN-2024-00510,1,PO-2024-00234,3,LIV,2024-03-18,227,1
GRN-2024-00511,1,PO-2024-00249,1,DAV,2024-03-18,15,0
GRN-2024-00512,1,PO-2024-00211,1,LIV,2024-03-19,21,0
GRN-2024-00513,1,PO-2024-00220,1,DAV,2024-03-19,208,0
GRN-2024-00514,1,PO-2024-00238,2,DAV,2024-03-19,507,3
GRN-2024-00515,1,PO-2024-00047,2,DAV,2024-03-20,89,1
GRN-2024-00516,1,PO-2024-00207,2,DAV,2024-03-20,42,0
GRN-2024-00517,1,PO-2024-00207,3,DAV,2024-03-20,77,0
GRN-2024-00518,1,PO-2024-00207,4,DAV,2024-03-20,84,1
GRN-2024-00519,1,PO-2024-00212,2,DAV,2024-03-20,15,0
GRN-2024-00520,1,PO-2024-00216,1,WAR,2024-03-20,38,0
GRN-2024-00521,1,PO-2024-00227,2,DAV,2024-03-20,297,3
GRN-2024-00522,1,PO-2024-00238,1,DAV,2024-03-20,5,0
GRN-2024-00523,1,PO-2024-00238,3,DAV,2024-03-20,6,0
GRN-2024-00524,1,PO-2024-00238,4,DAV,2024-03-20,6,0
GRN-2024-00525,1,PO-2024-00033,1,WAR,2024-03-21,968,22
GRN-2024-00526,1,PO-2024-00033,2,WAR,2024-03-21,2078,40
GRN-2024-00527,1,PO-2024-00033,3,WAR,2024-03-21,137,4
GRN-2024-00528,1,PO-2024-00033,4,WAR,2024-03-21,87,3
GRN-2024-00529,1,PO-2024-00035,1,LIV,2024-03-21,47,1
GRN-2024-00530,1,PO-2024-00035,2,LIV,2024-03-21,146,1
GRN-2024-00531,1,PO-2024-00035,3,LIV,2024-03-21,768,23
GRN-2024-00532,1,PO-2024-00171,4,DAV,2024-03-21,341,4
GRN-2024-00533,1,PO-2024-00184,1,DAV,2024-03-21,42,0
GRN-2024-00534,1,PO-2024-00203,3,DAV,2024-03-21,3,0
GRN-2024-00535,1,PO-2024-00213,1,DAV,2024-03-21,6,0
GRN-2024-00536,1,PO-2024-00215,1,DAV,2024-03-21,23,1
GRN-2024-00537,1,PO-2024-00241,1,DAV,2024-03-21,28,0
GRN-2024-00538,1,PO-2024-00241,2,DAV,2024-03-21,5,0
GRN-2024-00539,1,PO-2024-00241,3,DAV,2024-03-21,11,0
GRN-2024-00540,1,PO-2024-00241,4,DAV,2024-03-21,53,0
GRN-2024-00541,1,PO-2024-00242,1,WAR,2024-03-21,8,0
GRN-2024-00542,1,PO-2024-00242,3,WAR,2024-03-21,54,0
GRN-2024-00543,1,PO-2024-00242,4,WAR,2024-03-21,25,0
GRN-2024-00544,1,PO-2024-00243,2,DAV,2024-03-21,33,0
GRN-2024-00545,1,PO-2024-00247,1,DAV,2024-03-21,44,0
GRN-2024-00546,1,PO-2024-00043,1,LIV,2024-03-22,81,3
GRN-2024-00547,1,PO-2024-00043,3,LIV,2024-03-22,1636,30
GRN-2024-00548,1,PO-2024-00043,4,LIV,2024-03-22,270,8
GRN-2024-00549,1,PO-2024-00059,4,DAV,2024-03-22,162,6
GRN-2024-00550,1,PO-2024-00125,3,WAR,2024-03-22,15,0
GRN-2024-00551,1,PO-2024-00207,1,DAV,2024-03-22,210,0
GRN-2024-00552,1,PO-2024-00217,2,DAV,2024-03-22,7,0
GRN-2024-00553,1,PO-2024-00217,3,DAV,2024-03-22,24,0
GRN-2024-00554,1,PO-2024-00243,1,DAV,2024-03-22,12,0
GRN-2024-00555,1,PO-2024-00243,3,DAV,2024-03-22,7,0
GRN-2024-00556,1,PO-2024-00244,1,DAV,2024-03-22,92,0
GRN-2024-00557,1,PO-2024-00244,2,DAV,2024-03-22,168,0
GRN-2024-00558,1,PO-2024-00247,2,DAV,2024-03-22,52,0
GRN-2024-00559,1,PO-2024-00247,4,DAV,2024-03-22,15,0
GRN-2024-00560,1,PO-2024-00250,3,DAV,2024-03-22,139,1
GRN-2024-00561,1,PO-2024-00029,2,LIV,2024-03-25,837,21
GRN-2024-00562,1,PO-2024-00047,3,DAV,2024-03-25,22,2
GRN-2024-00563,1,PO-2024-00206,4,DAV,2024-03-25,411,3
GRN-2024-00564,1,PO-2024-00212,1,DAV,2024-03-25,2,0
GRN-2024-00565,1,PO-2024-00225,1,DAV,2024-03-25,8,0
GRN-2024-00566,1,PO-2024-00237,1,LIV,2024-03-25,271,1
GRN-2024-00567,1,PO-2024-00242,2,WAR,2024-03-25,27,0
GRN-2024-00568,1,PO-2024-00250,1,DAV,2024-03-25,1981,3
GRN-2024-00569,1,PO-2024-00250,2,DAV,2024-03-25,19,0
GRN-2024-00570,1,PO-2024-00252,1,WAR,2024-03-25,598,2
GRN-2024-00571,1,PO-2024-00255,1,WAR,2024-03-25,59,0
GRN-2024-00572,1,PO-2024-00255,2,WAR,2024-03-25,27,0
GRN-2024-00573,1,PO-2024-00255,3,WAR,2024-03-25,120,0
GRN-2024-00574,1,PO-2024-00255,4,WAR,2024-03-25,46,0
GRN-2024-00575,1,PO-2024-00258,2,DAV,2024-03-25,180,0
GRN-2024-00576,1,PO-2024-00173,1,WAR,2024-03-26,38,0
GRN-2024-00577,1,PO-2024-00208,1,DAV,2024-03-26,8,0
GRN-2024-00578,1,PO-2024-00247,3,DAV,2024-03-26,5,0
GRN-2024-00579,1,PO-2024-00258,1,DAV,2024-03-26,54,0
GRN-2024-00580,1,PO-2024-00258,3,DAV,2024-03-26,24,0
GRN-2024-00581,1,PO-2024-00047,1,DAV,2024-03-27,90,0
GRN-2024-00582,1,PO-2024-00051,1,DAV,2024-03-27,22,0
GRN-2024-00583,1,PO-2024-00051,2,DAV,2024-03-27,461,7
GRN-2024-00584,1,PO-2024-00125,1,WAR,2024-03-27,7,0
GRN-2024-00585,1,PO-2024-00227,1,DAV,2024-03-27,4,0
GRN-2024-00586,1,PO-2024-00260,1,DAV,2024-03-27,14,0
GRN-2024-00587,1,PO-2024-00261,1,DAV,2024-03-27,290,0
GRN-2024-00588,1,PO-2024-00261,2,DAV,2024-03-27,54,0
GRN-2024-00589,1,PO-2024-00261,3,DAV,2024-03-27,36,0
GRN-2024-00590,1,PO-2024-00261,4,DAV,2024-03-27,53,1
GRN-2024-00591,1,PO-2024-00263,1,WAR,2024-03-27,405,0
GRN-2024-00592,1,PO-2024-00264,1,WAR,2024-03-27,152,0
GRN-2024-00593,1,PO-2024-00264,2,WAR,2024-03-27,234,0
GRN-2024-00594,1,PO-2024-00043,2,LIV,2024-03-28,148,2
GRN-2024-00595,1,PO-2024-00054,1,DAV,2024-03-28,49,0
GRN-2024-00596,1,PO-2024-00054,2,DAV,2024-03-28,23,1
GRN-2024-00597,1,PO-2024-00054,3,DAV,2024-03-28,36,0
GRN-2024-00598,1,PO-2024-00059,3,DAV,2024-03-28,79,5
GRN-2024-00599,1,PO-2024-00206,3,DAV,2024-03-28,21,0
GRN-2024-00600,1,PO-2024-00224,2,DAV,2024-03-28,9,0
GRN-2024-00601,1,PO-2024-00227,3,DAV,2024-03-28,8,0
GRN-2024-00602,1,PO-2024-00230,1,WAR,2024-03-28,182,0
GRN-2024-00603,1,PO-2024-00242,2,WAR,2024-03-28,18,0
GRN-2024-00604,1,PO-2024-00256,2,DAV,2024-03-28,6,0
GRN-2024-00605,1,PO-2024-00265,1,DAV,2024-03-28,46,1
GRN-2024-00606,1,PO-2024-00033,3,WAR,2024-04-02,41,0
GRN-2024-00607,1,PO-2024-00059,2,DAV,2024-04-02,152,2
GRN-2024-00608,1,PO-2024-00244,1,DAV,2024-04-02,63,0
GRN-2024-00609,1,PO-2024-00266,1,DAV,2024-04-02,6,0
GRN-2024-00610,1,PO-2024-00266,2,DAV,2024-04-02,26,0
GRN-2024-00611,1,PO-2024-00266,3,DAV,2024-04-02,245,3
GRN-2024-00612,1,PO-2024-00274,1,LIV,2024-04-02,26,0
GRN-2024-00613,1,PO-2024-00239,2,DAV,2024-04-03,112,0
GRN-2024-00614,1,PO-2024-00239,3,DAV,2024-04-03,54,0
GRN-2024-00615,1,PO-2024-00239,4,DAV,2024-04-03,60,0
GRN-2024-00616,1,PO-2024-00270,1,DAV,2024-04-03,10,0
GRN-2024-00617,1,PO-2024-00270,2,DAV,2024-04-03,46,0
GRN-2024-00618,1,PO-2024-00272,1,WAR,2024-04-03,6,0
GRN-2024-00619,1,PO-2024-00273,1,WAR,2024-04-03,156,0
GRN-2024-00620,1,PO-2024-00274,2,LIV,2024-04-03,13,0
GRN-2024-00621,1,PO-2024-00279,1,WAR,2024-04-03,144,0
GRN-2024-00622,1,PO-2024-00066,1,DAV,2024-04-04,48,0
GRN-2024-00623,1,PO-2024-00221,1,DAV,2024-04-04,15,0
GRN-2024-00624,1,PO-2024-00240,1,DAV,2024-04-04,35,0
GRN-2024-00625,1,PO-2024-00276,1,DAV,2024-04-04,12,0
GRN-2024-00626,1,PO-2024-00276,2,DAV,2024-04-04,24,0
GRN-2024-00627,1,PO-2024-00277,1,DAV,2024-04-04,8,0
GRN-2024-00628,1,PO-2024-00277,2,DAV,2024-04-04,18,0
GRN-2024-00629,1,PO-2024-00277,3,DAV,2024-04-04,21,0
GRN-2024-00630,1,PO-2024-00278,1,WAR,2024-04-04,1661,3
GRN-2024-00631,1,PO-2024-00279,2,WAR,2024-04-04,18,0
GRN-2024-00632,1,PO-2024-00070,1,DAV,2024-04-05,147,0
GRN-2024-00633,1,PO-2024-00070,2,DAV,2024-04-05,141,3
GRN-2024-00634,1,PO-2024-00072,1,WAR,2024-04-05,66,0
GRN-2024-00635,1,PO-2024-00086,1,WAR,2024-04-05,840,18
GRN-2024-00636,1,PO-2024-00125,3,WAR,2024-04-05,5,0
GRN-2024-00637,1,PO-2024-00206,1,DAV,2024-04-05,14,0
GRN-2024-00638,1,PO-2024-00206,2,DAV,2024-04-05,43,0
GRN-2024-00639,1,PO-2024-00213,2,DAV,2024-04-05,4,0
GRN-2024-00640,1,PO-2024-00239,1,DAV,2024-04-05,9,0
GRN-2024-00641,1,PO-2024-00246,1,DAV,2024-04-05,38,0
GRN-2024-00642,1,PO-2024-00280,1,DAV,2024-04-05,5,0
GRN-2024-00643,1,PO-2024-00280,2,DAV,2024-04-05,54,0
GRN-2024-00644,1,PO-2024-00280,3,DAV,2024-04-05,11,0
GRN-2024-00645,1,PO-2024-00290,1,WAR,2024-04-05,168,0
GRN-2024-00646,1,PO-2024-00043,4,LIV,2024-04-08,82,4
GRN-2024-00647,1,PO-2024-00076,1,DAV,2024-04-08,282,6
GRN-2024-00648,1,PO-2024-00076,2,DAV,2024-04-08,848,10
GRN-2024-00649,1,PO-2024-00076,3,DAV,2024-04-08,8,0
GRN-2024-00650,1,PO-2024-00076,4,DAV,2024-04-08,15,1
GRN-2024-00651,1,PO-2024-00212,2,DAV,2024-04-08,9,0
GRN-2024-00652,1,PO-2024-00226,1,DAV,2024-04-08,15,0
GRN-2024-00653,1,PO-2024-00226,2,DAV,2024-04-08,19,0
GRN-2024-00654,1,PO-2024-00235,1,WAR,2024-04-08,20,0
GRN-2024-00655,1,PO-2024-00249,2,DAV,2024-04-08,148,2
GRN-2024-00656,1,PO-2024-00251,1,DAV,2024-04-08,55,0
GRN-2024-00657,1,PO-2024-00253,1,WAR,2024-04-08,104,0
GRN-2024-00658,1,PO-2024-00254,1,WAR,2024-04-08,54,1
GRN-2024-00659,1,PO-2024-00269,1,WAR,2024-04-08,6,0
GRN-2024-00660,1,PO-2024-00283,1,DAV,2024-04-08,87,0
GRN-2024-00661,1,PO-2024-00283,2,DAV,2024-04-08,81,0
GRN-2024-00662,1,PO-2024-00203,1,DAV,2024-04-09,49,1
GRN-2024-00663,1,PO-2024-00256,1,DAV,2024-04-09,5,0
GRN-2024-00664,1,PO-2024-00090,1,WAR,2024-04-10,28,0
GRN-2024-00665,1,PO-2024-00207,3,DAV,2024-04-10,35,0
GRN-2024-00666,1,PO-2024-00262,1,WAR,2024-04-10,153,3
GRN-2024-00667,1,PO-2024-00275,4,DAV,2024-04-10,84,0
GRN-2024-00668,1,PO-2024-00285,1,DAV,2024-04-10,7,0
GRN-2024-00669,1,PO-2024-00290,2,WAR,2024-04-10,207,1
GRN-2024-00670,1,PO-2024-00290,3,WAR,2024-04-10,4,0
GRN-2024-00671,1,PO-2024-00290,4,WAR,2024-04-10,59,0
GRN-2024-00672,1,PO-2024-00051,1,DAV,2024-04-11,14,0
GRN-2024-00673,1,PO-2024-00241,1,DAV,2024-04-11,8,0
GRN-2024-00674,1,PO-2024-00271,1,DAV,2024-04-11,210,0
GRN-2024-00675,1,PO-2024-00271,2,DAV,2024-04-11,7,0
GRN-2024-00676,1,PO-2024-00272,1,WAR,2024-04-11,2,0
GRN-2024-00677,1,PO-2024-00281,1,DAV,2024-04-11,7,0
GRN-2024-00678,1,PO-2024-00291,1,DAV,2024-04-11,111,1
GRN-2024-00679,1,PO-2024-00292,1,WAR,2024-04-11,192,0
GRN-2024-00680,1,PO-2024-00292,2,WAR,2024-04-11,42,0
GRN-2024-00681,1,PO-2024-00090,3,WAR,2024-04-12,236,4
GRN-2024-00682,1,PO-2024-00106,1,LIV,2024-04-12,77,1
GRN-2024-00683,1,PO-2024-00129,1,LIV,2024-04-12,654,12
GRN-2024-00684,1,PO-2024-00275,3,DAV,2024-04-12,24,0
GRN-2024-00685,1,PO-2024-00293,1,DAV,2024-04-12,41,0
GRN-2024-00686,1,PO-2024-00293,2,DAV,2024-04-12,44,0
GRN-2024-00687,1,PO-2024-00293,3,DAV,2024-04-12,17,0
GRN-2024-00688,1,PO-2024-00293,4,DAV,2024-04-12,3,0
GRN-2024-00689,1,PO-2024-00295,1,WAR,2024-04-12,130,0
GRN-2024-00690,1,PO-2024-00296,1,WAR,2024-04-12,151,1
GRN-2024-00691,1,PO-2024-00298,4,DAV,2024-04-12,54,0
GRN-2024-00692,1,PO-2024-00302,2,DAV,2024-04-12,54,0
GRN-2024-00693,1,PO-2024-00103,1,LIV,2024-04-15,459,9
GRN-2024-00694,1,PO-2024-00106,2,LIV,2024-04-15,1370,30
GRN-2024-00695,1,PO-2024-00106,3,LIV,2024-04-15,976,14
GRN-2024-00696,1,PO-2024-00106,4,LIV,2024-04-15,107,1
GRN-2024-00697,1,PO-2024-00126,1,LIV,2024-04-15,64,2
GRN-2024-00698,1,PO-2024-00264,2,WAR,2024-04-15,191,0
GRN-2024-00699,1,PO-2024-00271,3,DAV,2024-04-15,69,1
GRN-2024-00700,1,PO-2024-00298,1,DAV,2024-04-15,6,0
GRN-2024-00701,1,PO-2024-00298,2,DAV,2024-04-15,36,0
GRN-2024-00702,1,PO-2024-00298,3,DAV,2024-04-15,150,0
GRN-2024-00703,1,PO-2024-00307,2,WAR,2024-04-15,44,1
GRN-2024-00704,1,PO-2024-00040,4,WAR,2024-04-16,144,3
GRN-2024-00705,1,PO-2024-00122,2,DAV,2024-04-16,1850,26
GRN-2024-00706,1,PO-2024-00246,1,DAV,2024-04-16,16,0
GRN-2024-00707,1,PO-2024-00275,1,DAV,2024-04-16,8,0
GRN-2024-00708,1,PO-2024-00275,2,DAV,2024-04-16,15,0
GRN-2024-00709,1,PO-2024-00302,1,DAV,2024-04-16,18,0
GRN-2024-00710,1,PO-2024-00306,2,DAV,2024-04-16,9,0
GRN-2024-00711,1,PO-2024-00277,2,DAV,2024-04-17,6,0
GRN-2024-00712,1,PO-2024-00281,2,DAV,2024-04-17,24,0
GRN-2024-00713,1,PO-2024-00281,3,DAV,2024-04-17,53,1
GRN-2024-00714,1,PO-2024-00293,4,DAV,2024-04-17,4,0
GRN-2024-00715,1,PO-2024-00304,1,DAV,2024-04-17,3,0
GRN-2024-00716,1,PO-2024-00304,2,DAV,2024-04-17,36,0
GRN-2024-00717,1,PO-2024-00304,3,DAV,2024-04-17,80,0
GRN-2024-00718,1,PO-2024-00304,4,DAV,2024-04-17,5,0
GRN-2024-00719,1,PO-2024-00305,1,DAV,2024-04-17,24,0
GRN-2024-00720,1,PO-2024-00305,2,DAV,2024-04-17,4,0
GRN-2024-00721,1,PO-2024-00306,1,DAV,2024-04-17,29,0
GRN-2024-00722,1,PO-2024-00306,3,DAV,2024-04-17,6,0
GRN-2024-00723,1,PO-2024-00307,1,WAR,2024-04-17,16,0
GRN-2024-00724,1,PO-2024-00309,1,WAR,2024-04-18,75,0
GRN-2024-00725,1,PO-2024-00319,2,WAR,2024-04-18,338,0
GRN-2024-00726,1,PO-2024-00111,1,LIV,2024-04-19,26,2
GRN-2024-00727,1,PO-2024-00122,1,DAV,2024-04-19,20,0
GRN-2024-00728,1,PO-2024-00122,3,DAV,2024-04-19,48,0
GRN-2024-00729,1,PO-2024-00122,4,DAV,2024-04-19,2076,42
GRN-2024-00730,1,PO-2024-00126,2,LIV,2024-04-19,174,2
GRN-2024-00731,1,PO-2024-00163,1,WAR,2024-04-19,131,1
