sales_order_number,line_number,sku,quantity_ordered,quantity_despatched,unit_price_gbp,line_discount_pct,line_status
SO-2024-00109,2,DRAIN-1179,10,10,136.84,11.14,Despatched in full
SO-2024-00110,1,PIPE-1029,24,24,6.64,7.86,Despatched in full
SO-2024-00111,1,RENW-1087,1,1,1063.1,21.6,Despatched in full
SO-2024-00111,2,DRAIN-1106,27,27,11.02,27.8,Despatched in full
SO-2024-00111,3,DRAIN-1204,22,22,7.57,24.8,Despatched in full
SO-2024-00111,4,TOOL-1021,10,10,2.25,23.28,Despatched in full
SO-2024-00111,5,TOOL-1219,5,5,1.15,23.26,Despatched in full
SO-2024-00111,6,TOOL-1071,4,4,4.64,15.71,Despatched in full
SO-2024-00111,7,VALV-1121,4,4,86.42,27.38,Despatched in full
SO-2024-00112,1,VALV-1007,8,8,14.7,21.63,Despatched in full
SO-2024-00113,1,HEAT-1200,1,1,1291.01,3.15,Despatched in full
SO-2024-00113,2,ELEC-1049,20,20,45.84,4.89,Despatched in full
SO-2024-00114,1,ELEC-1184,20,20,129.47,10.71,Despatched in full
SO-2024-00114,2,PIPE-1061,154,154,2.82,8.16,Despatched in full
SO-2024-00115,1,ELEC-1131,16,16,23.56,11.0,Returned
SO-2024-00115,2,PIPE-1119,29,29,10.48,0.73,Despatched in full
SO-2024-00115,3,VALV-1056,2,2,34.29,7.81,Despatched in full
SO-2024-00116,1,ELEC-1214,37,37,1.89,5.79,Despatched in full
SO-2024-00116,2,HEAT-1082,3,0,270.32,11.37,Not available
SO-2024-00116,3,TOOL-1021,15,15,2.67,8.93,Despatched in full
SO-2024-00116,4,DRAIN-1158,11,11,97.89,19.1,Despatched in full
SO-2024-00116,5,PIPE-1201,40,40,18.08,9.84,Despatched in full
SO-2024-00116,6,PIPE-1044,61,61,17.71,18.22,Returned
SO-2024-00117,1,PIPE-1168,24,24,1.12,21.51,Despatched in full
SO-2024-00117,2,VALV-1102,5,5,62.64,35.87,Despatched in full
SO-2024-00117,3,VENT-1214,2,2,218.45,9.73,Despatched in full
SO-2024-00118,1,TOOL-1021,13,13,2.61,10.78,Despatched in full
SO-2024-00118,2,ELEC-1008,18,18,5.04,25.23,Despatched in full
SO-2024-00118,3,VENT-1214,2,2,203.33,15.98,Despatched in full
SO-2024-00119,1,ELEC-1143,20,20,20.56,11.59,Despatched in full
SO-2024-00119,2,VALV-1007,4,4,17.69,5.72,Despatched in full
SO-2024-00119,3,DRAIN-1158,8,8,103.12,14.78,Despatched in full
SO-2024-00119,4,DRAIN-1192,10,10,175.46,6.67,Despatched in full
SO-2024-00120,1,ELEC-1081,24,24,20.21,8.86,Despatched in full
SO-2024-00120,2,ELEC-1094,22,22,4.1,10.55,Despatched in full
SO-2024-00120,3,RENW-1100,4,4,866.47,6.63,Despatched in full
SO-2024-00120,4,TOOL-1128,9,9,3.52,13.97,Despatched in full
SO-2024-00120,5,VALV-1121,2,0,117.14,1.56,Cancelled
SO-2024-00121,1,HEAT-1039,1,1,275.72,26.08,Despatched in full
SO-2024-00121,2,HEAT-1009,1,1,615.89,34.34,Despatched in full
SO-2024-00121,3,HEAT-1182,2,0,509.25,21.29,Cancelled
SO-2024-00121,4,ELEC-1214,49,49,1.52,24.59,Despatched in full
SO-2024-00121,5,HEAT-1168,1,1,531.44,30.44,Despatched in full
SO-2024-00121,6,ELEC-1057,15,15,4.15,24.31,Despatched in full
SO-2024-00122,1,HEAT-1059,1,1,342.07,11.15,Despatched in full
SO-2024-00123,1,ELEC-1088,12,12,17.41,12.7,Despatched in full
SO-2024-00123,2,HEAT-1200,1,1,1105.32,17.08,Despatched in full
SO-2024-00123,3,PIPE-1150,88,88,0.53,7.95,Despatched in full
SO-2024-00123,4,TOOL-1182,18,16,3.44,14.96,Short shipped
SO-2024-00124,1,HEAT-1016,2,2,578.42,17.25,Despatched in full
SO-2024-00124,2,VALV-1084,3,3,150.66,7.57,Despatched in full
SO-2024-00124,3,RENW-1100,1,1,784.9,15.42,Despatched in full
SO-2024-00125,1,VALV-1091,4,4,86.54,7.99,Despatched in full
SO-2024-00126,1,PIPE-1029,39,39,5.89,18.26,Despatched in full
SO-2024-00127,1,PIPE-1101,75,75,2.54,11.67,Despatched in full
SO-2024-00127,2,PIPE-1119,97,97,9.66,8.54,Despatched in full
SO-2024-00127,3,RENW-1100,1,1,796.69,14.15,Despatched in full
SO-2024-00127,4,HEAT-1203,1,1,820.27,8.35,Despatched in full
SO-2024-00127,5,ELEC-1008,12,12,5.76,14.56,Despatched in full
SO-2024-00127,6,HEAT-1016,8,8,626.09,10.43,Despatched in full
SO-2024-00127,7,PIPE-1044,80,80,18.94,12.51,Despatched in full
SO-2024-00128,1,PIPE-1025,56,56,2.8,20.5,Despatched in full
SO-2024-00128,2,VALV-1084,6,6,154.39,5.28,Despatched in full
SO-2024-00129,1,PIPE-1186,18,18,1.01,28.61,Despatched in full
SO-2024-00129,2,TOOL-1128,16,16,3.21,21.5,Despatched in full
SO-2024-00129,3,PIPE-1119,83,83,7.5,29.01,Despatched in full
SO-2024-00129,4,PIPE-1064,61,61,11.01,19.96,Despatched in full
SO-2024-00129,5,HEAT-1124,1,1,769.73,20.4,Despatched in full
SO-2024-00129,6,HEAT-1082,3,3,272.0,10.82,Despatched in full
SO-2024-00130,1,ELEC-1143,22,22,14.7,36.77,Despatched in full
SO-2024-00130,2,VALV-1007,2,2,13.53,27.9,Despatched in full
SO-2024-00130,3,HEAT-1130,1,1,635.41,38.31,Despatched in full
SO-2024-00130,4,TOOL-1092,16,16,34.85,29.16,Despatched in full
SO-2024-00130,5,VALV-1192,5,5,33.1,38.99,Despatched in full
SO-2024-00131,1,VALV-1152,3,3,11.51,9.55,Despatched in full
SO-2024-00131,2,DRAIN-1179,8,8,128.67,16.45,Despatched in full
SO-2024-00131,3,VALV-1121,4,4,105.95,10.97,Despatched in full
SO-2024-00132,1,PIPE-1150,55,55,0.53,8.83,Despatched in full
SO-2024-00132,2,HEAT-1082,2,1,292.31,4.16,Short shipped
SO-2024-00133,1,HEAT-1192,1,1,325.04,9.46,Returned
SO-2024-00133,2,VALV-1192,3,3,45.63,15.9,Despatched in full
SO-2024-00133,3,HEAT-1130,2,2,1022.58,0.72,Despatched in full
SO-2024-00133,4,DRAIN-1199,10,0,7.23,10.85,Not available
SO-2024-00133,5,VALV-1121,4,4,113.98,4.22,Despatched in full
SO-2024-00134,1,PIPE-1061,37,37,2.51,18.13,Despatched in full
SO-2024-00134,2,VALV-1007,2,2,14.78,21.2,Despatched in full
SO-2024-00134,3,DRAIN-1084,4,4,8.64,20.34,Despatched in full
SO-2024-00135,1,TOOL-1067,56,56,12.17,2.66,Despatched in full
SO-2024-00135,2,RENW-1087,1,1,1326.85,2.15,Despatched in full
SO-2024-00135,3,DRAIN-1173,4,4,292.83,5.54,Despatched in full
SO-2024-00135,4,TOOL-1047,36,36,2.13,3.02,Despatched in full
SO-2024-00135,5,HEAT-1047,2,2,651.0,0.0,Despatched in full
SO-2024-00135,6,HEAT-1200,1,1,1232.89,7.51,Despatched in full
SO-2024-00136,1,PIPE-1109,37,37,4.99,11.94,Despatched in full
SO-2024-00136,2,PIPE-1201,74,74,16.7,16.72,Despatched in full
SO-2024-00136,3,VALV-1172,6,6,86.6,18.3,Despatched in full
SO-2024-00136,4,ELEC-1008,10,10,5.66,16.07,Despatched in full
SO-2024-00136,5,ELEC-1107,22,22,2.73,18.24,Despatched in full
SO-2024-00136,6,VENT-1084,2,2,44.61,23.75,Despatched in full
SO-2024-00137,1,HEAT-1016,3,3,460.92,34.06,Despatched in full
SO-2024-00137,2,VENT-1168,5,5,205.05,34.28,Despatched in full
SO-2024-00137,3,DRAIN-1098,11,11,44.98,21.7,Despatched in full
SO-2024-00138,1,DRAIN-1179,5,5,124.69,19.03,Despatched in full
SO-2024-00138,2,VENT-1002,2,2,72.63,19.92,Despatched in full
SO-2024-00138,3,TOOL-1128,8,8,3.24,20.7,Despatched in full
SO-2024-00139,1,HEAT-1089,2,2,695.77,2.69,Despatched in full
SO-2024-00139,2,VALV-1080,4,4,152.6,14.75,Despatched in full
SO-2024-00140,1,VALV-1192,5,5,48.53,10.56,Despatched in full
SO-2024-00140,2,HEAT-1016,2,2,659.02,5.72,Despatched in full
SO-2024-00140,3,ELEC-1150,13,13,17.46,16.33,Despatched in full
SO-2024-00140,4,HEAT-1124,2,2,962.07,0.51,Despatched in full
SO-2024-00140,5,HEAT-1211,2,2,507.88,9.79,Despatched in full
SO-2024-00140,6,PIPE-1088,38,38,0.52,3.98,Despatched in full
SO-2024-00141,1,ELEC-1217,19,19,126.14,13.6,Despatched in full
SO-2024-00142,1,PIPE-1201,25,25,20.05,0.0,Despatched in full
SO-2024-00142,2,PIPE-1165,114,114,19.53,10.86,Despatched in full
SO-2024-00142,3,VENT-1095,1,1,210.9,3.7,Despatched in full
SO-2024-00143,1,ELEC-1008,28,28,6.39,5.24,Despatched in full
SO-2024-00143,2,HEAT-1124,1,1,944.47,2.33,Despatched in full
SO-2024-00143,3,HEAT-1142,2,2,609.3,9.6,Despatched in full
SO-2024-00144,1,VALV-1121,7,7,101.45,14.75,Despatched in full
SO-2024-00145,1,ELEC-1143,29,29,21.42,7.87,Despatched in full
SO-2024-00145,2,ELEC-1107,23,23,3.16,5.43,Despatched in full
SO-2024-00145,3,DRAIN-1047,4,4,286.0,0.0,Despatched in full
SO-2024-00146,1,TOOL-1128,15,15,3.41,16.65,Despatched in full
SO-2024-00146,2,PIPE-1017,25,25,0.74,23.31,Despatched in full
SO-2024-00146,3,PIPE-1044,34,34,20.04,7.42,Despatched in full
SO-2024-00146,4,RENW-1100,3,3,842.9,9.17,Despatched in full
SO-2024-00146,5,ELEC-1217,14,14,119.97,17.83,Despatched in full
SO-2024-00147,1,ELEC-1025,48,48,34.48,23.36,Despatched in full
SO-2024-00147,2,VALV-1056,4,4,32.07,13.8,Despatched in full
SO-2024-00148,1,HEAT-1200,2,2,1161.04,12.9,Despatched in full
SO-2024-00148,2,VENT-1084,2,0,50.2,14.18,Cancelled
SO-2024-00148,3,ELEC-1081,28,28,19.71,11.12,Despatched in full
SO-2024-00149,1,TOOL-1128,43,43,3.73,8.86,Despatched in full
SO-2024-00149,2,RENW-1000,1,1,2373.59,5.66,Despatched in full
SO-2024-00149,3,DRAIN-1145,8,8,21.59,3.12,Despatched in full
SO-2024-00149,4,DRAIN-1179,5,5,140.37,8.85,Despatched in full
SO-2024-00149,5,PIPE-1044,89,89,18.32,15.36,Despatched in full
SO-2024-00149,6,ELEC-1036,21,21,3.04,6.73,Despatched in full
SO-2024-00150,1,HEAT-1200,3,0,1197.57,10.16,Cancelled
SO-2024-00151,1,RENW-1158,1,1,3645.04,8.0,Despatched in full
SO-2024-00151,2,RENW-1031,1,1,2598.61,13.09,Despatched in full
SO-2024-00151,3,RENW-1100,1,1,820.44,11.59,Despatched in full
SO-2024-00151,4,VALV-1121,4,4,106.7,10.34,Despatched in full
SO-2024-00152,1,TOOL-1128,30,30,3.57,12.69,Despatched in full
SO-2024-00152,2,VALV-1080,5,5,132.12,26.19,Despatched in full
SO-2024-00152,3,RENW-1122,1,1,1291.55,14.58,Despatched in full
SO-2024-00152,4,RENW-1100,1,1,777.01,16.27,Despatched in full
SO-2024-00153,1,VALV-1024,2,2,141.15,19.8,Despatched in full
SO-2024-00153,2,HEAT-1016,2,2,641.19,8.27,Despatched in full
SO-2024-00153,3,VENT-1053,1,1,49.23,1.9,Despatched in full
SO-2024-00153,4,HEAT-1039,2,2,337.23,9.59,Despatched in full
SO-2024-00154,1,VENT-1205,4,4,31.39,17.23,Despatched in full
SO-2024-00154,2,ELEC-1217,27,25,101.32,30.6,Short shipped
SO-2024-00154,3,HEAT-1142,1,1,528.35,21.61,Despatched in full
SO-2024-00155,1,HEAT-1200,1,1,1092.13,18.07,Despatched in full
SO-2024-00155,2,RENW-1100,2,2,894.5,3.61,Despatched in full
SO-2024-00156,1,HEAT-1142,3,3,606.33,10.04,Despatched in full
SO-2024-00157,1,VALV-1091,3,3,74.02,21.31,Despatched in full
SO-2024-00157,2,DRAIN-1106,16,16,11.33,25.83,Despatched in full
SO-2024-00157,3,ELEC-1134,17,17,78.55,30.49,Despatched in full
SO-2024-00157,4,VALV-1024,5,5,143.65,18.38,Despatched in full
SO-2024-00158,1,TOOL-1175,11,11,3.83,19.72,Despatched in full
SO-2024-00158,2,ELEC-1134,13,13,87.43,22.63,Despatched in full
SO-2024-00159,1,PIPE-1101,13,13,2.25,21.64,Despatched in full
SO-2024-00159,2,PIPE-1168,13,13,1.31,8.37,Despatched in full
SO-2024-00160,1,DRAIN-1047,10,10,244.9,14.37,Despatched in full
SO-2024-00160,2,HEAT-1016,1,1,488.04,30.18,Despatched in full
SO-2024-00161,1,HEAT-1200,6,6,1333.0,0.0,Despatched in full
SO-2024-00162,1,HEAT-1211,2,2,456.2,18.97,Despatched in full
SO-2024-00162,2,TOOL-1137,13,13,24.63,27.25,Despatched in full
SO-2024-00162,3,HEAT-1082,1,1,222.44,27.07,Despatched in full
SO-2024-00163,1,TOOL-1128,18,18,3.35,18.15,Despatched in full
SO-2024-00164,1,RENW-1100,1,1,905.17,2.46,Despatched in full
SO-2024-00164,2,ELEC-1217,20,20,121.0,17.12,Despatched in full
SO-2024-00165,1,PIPE-1201,38,38,17.11,14.66,Despatched in full
SO-2024-00166,1,VALV-1091,6,6,68.91,26.74,Despatched in full
SO-2024-00166,2,HEAT-1016,9,9,456.38,34.71,Despatched in full
SO-2024-00166,3,HEAT-1064,14,8,268.78,33.47,Short shipped
SO-2024-00167,1,PIPE-1109,119,119,3.7,34.8,Despatched in full
SO-2024-00168,1,DRAIN-1122,17,17,50.49,15.41,Despatched in full
SO-2024-00168,2,HEAT-1192,2,2,319.62,10.97,Despatched in full
SO-2024-00168,3,PIPE-1119,74,74,9.12,13.61,Despatched in full
SO-2024-00168,4,VENT-1084,2,2,52.09,10.96,Despatched in full
SO-2024-00168,5,VALV-1140,5,5,22.54,17.74,Despatched in full
SO-2024-00169,1,VENT-1043,2,2,51.42,29.04,Despatched in full
SO-2024-00169,2,RENW-1061,1,1,1416.94,42.0,Despatched in full
SO-2024-00169,3,RENW-1112,1,1,647.62,31.83,Despatched in full
SO-2024-00170,1,HEAT-1016,3,3,623.93,10.74,Despatched in full
SO-2024-00170,2,VENT-1119,3,3,752.47,16.67,Despatched in full
SO-2024-00170,3,HEAT-1064,1,1,365.38,9.56,Despatched in full
SO-2024-00171,1,VENT-1084,2,2,54.28,7.21,Despatched in full
SO-2024-00171,2,TOOL-1128,23,23,3.63,11.32,Despatched in full
SO-2024-00172,1,HEAT-1004,1,1,342.11,3.36,Despatched in full
SO-2024-00172,2,VALV-1215,2,2,32.62,2.01,Despatched in full
SO-2024-00173,1,ELEC-1049,19,19,40.58,15.8,Despatched in full
SO-2024-00173,2,DRAIN-1145,7,7,20.64,7.42,Despatched in full
SO-2024-00174,1,PIPE-1119,43,43,9.2,12.87,Despatched in full
SO-2024-00174,2,VALV-1152,5,5,11.99,5.74,Despatched in full
SO-2024-00174,3,PIPE-1064,100,100,11.76,14.5,Despatched in full
SO-2024-00174,4,HEAT-1161,3,3,1030.23,11.72,Despatched in full
SO-2024-00175,1,PIPE-1168,83,83,1.28,10.48,Despatched in full
SO-2024-00175,2,ELEC-1046,13,13,61.07,12.73,Despatched in full
SO-2024-00175,3,ELEC-1143,16,16,22.41,3.63,Despatched in full
SO-2024-00176,1,RENW-1087,1,1,1185.28,12.59,Despatched in full
SO-2024-00176,2,PIPE-1044,74,74,18.9,12.72,Despatched in full
SO-2024-00176,3,HEAT-1064,2,2,334.92,17.1,Despatched in full
SO-2024-00177,1,ELEC-1049,24,24,45.78,5.03,Despatched in full
SO-2024-00177,2,DRAIN-1214,7,7,44.04,18.52,Despatched in full
SO-2024-00177,3,TOOL-1092,19,19,46.63,5.23,Despatched in full
SO-2024-00178,1,PIPE-1135,29,29,5.59,17.63,Despatched in full
SO-2024-00178,2,PIPE-1201,40,40,18.25,9.0,Despatched in full
SO-2024-00178,3,VALV-1024,6,6,170.54,3.1,Despatched in full
SO-2024-00179,1,DRAIN-1106,18,8,13.28,13.06,Short shipped
SO-2024-00179,2,HEAT-1211,1,1,517.17,8.14,Despatched in full
SO-2024-00179,3,PIPE-1029,41,41,6.11,15.2,Despatched in full
SO-2024-00179,4,PIPE-1004,32,32,2.28,16.0,Despatched in full
SO-2024-00179,5,ELEC-1008,19,19,6.14,8.95,Despatched in full
SO-2024-00180,1,RENW-1100,1,1,864.25,6.87,Despatched in full
SO-2024-00181,1,DRAIN-1179,5,5,103.93,32.51,Despatched in full
SO-2024-00181,2,DRAIN-1047,4,4,216.36,24.35,Despatched in full
SO-2024-00181,3,HEAT-1064,2,1,302.47,25.13,Short shipped
SO-2024-00181,4,HEAT-1016,1,1,525.09,24.88,Despatched in full
SO-2024-00181,5,PIPE-1064,49,49,10.48,23.77,Despatched in full
SO-2024-00182,1,DRAIN-1179,5,5,138.11,10.32,Despatched in full
SO-2024-00182,2,RENW-1087,2,2,1144.87,15.57,Despatched in full
SO-2024-00182,3,ELEC-1143,23,23,19.95,14.19,Despatched in full
SO-2024-00182,4,PIPE-1044,26,26,18.48,14.63,Despatched in full
SO-2024-00182,5,PIPE-1101,28,28,2.57,10.55,Despatched in full
SO-2024-00182,6,TOOL-1155,8,8,41.39,22.38,Despatched in full
SO-2024-00183,1,DRAIN-1095,6,6,136.4,17.83,Despatched in full
SO-2024-00184,1,VENT-1119,3,3,732.6,18.87,Despatched in full
SO-2024-00185,1,PIPE-1135,98,98,5.74,15.44,Despatched in full
SO-2024-00185,2,TOOL-1067,7,7,11.74,6.11,Despatched in full
SO-2024-00185,3,RENW-1000,2,2,2273.96,9.62,Despatched in full
SO-2024-00186,1,HEAT-1016,2,2,622.04,11.01,Despatched in full
SO-2024-00186,2,TOOL-1171,7,7,24.26,10.89,Despatched in full
SO-2024-00186,3,VENT-1214,1,1,220.41,8.92,Despatched in full
SO-2024-00186,4,RENW-1068,1,1,3382.41,13.78,Despatched in full
SO-2024-00187,1,VENT-1043,4,4,70.72,2.41,Despatched in full
SO-2024-00188,1,ELEC-1005,20,20,36.12,6.85,Despatched in full
SO-2024-00189,1,RENW-1022,1,1,1189.61,29.4,Despatched in full
SO-2024-00189,2,ELEC-1049,19,19,34.6,28.21,Despatched in full
SO-2024-00189,3,VENT-1119,4,0,621.53,31.17,Cancelled
SO-2024-00189,4,PIPE-1201,56,56,15.28,23.77,Despatched in full
SO-2024-00189,5,HEAT-1016,1,0,546.06,21.88,Not available
SO-2024-00190,1,HEAT-1082,2,2,264.34,13.33,Despatched in full
SO-2024-00190,2,DRAIN-1082,7,7,9.08,2.91,Despatched in full
SO-2024-00191,1,ELEC-1217,9,0,131.65,9.83,Not available
SO-2024-00191,2,VENT-1043,3,3,68.32,5.72,Despatched in full
SO-2024-00192,1,PIPE-1061,20,20,3.02,1.74,Despatched in full
SO-2024-00192,2,TOOL-1128,14,14,3.86,5.61,Despatched in full
SO-2024-00193,1,HEAT-1161,1,1,916.8,21.44,Despatched in full
SO-2024-00193,2,HEAT-1059,1,1,376.49,2.21,Despatched in full
SO-2024-00193,3,DRAIN-1138,5,5,182.58,21.64,Despatched in full
SO-2024-00194,1,HEAT-1016,3,2,595.48,14.81,Short shipped
SO-2024-00194,2,TOOL-1144,19,19,2.2,2.54,Despatched in full
SO-2024-00194,3,VALV-1196,5,5,47.79,12.66,Despatched in full
SO-2024-00195,1,VENT-1119,2,2,779.65,13.66,Despatched in full
SO-2024-00195,2,HEAT-1082,1,1,273.01,10.49,Despatched in full
SO-2024-00195,3,ELEC-1049,29,0,44.85,6.96,Cancelled
SO-2024-00195,4,PIPE-1201,69,69,17.27,13.89,Despatched in full
SO-2024-00195,5,VALV-1121,5,0,111.04,6.69,Cancelled
SO-2024-00195,6,HEAT-1073,1,1,478.43,16.65,Despatched in full
SO-2024-00196,1,RENW-1053,1,1,3043.59,9.39,Despatched in full
SO-2024-00196,2,TOOL-1018,19,19,1.47,21.53,Despatched in full
SO-2024-00196,3,PIPE-1142,67,67,0.57,15.43,Despatched in full
SO-2024-00197,1,HEAT-1151,4,4,740.48,16.14,Despatched in full
SO-2024-00197,2,PIPE-1044,23,23,18.69,13.69,Despatched in full
SO-2024-00198,1,VALV-1192,2,2,51.34,5.38,Despatched in full
SO-2024-00198,2,PIPE-1119,186,186,9.01,14.67,Despatched in full
SO-2024-00199,1,DRAIN-1047,6,6,276.82,3.21,Despatched in full
SO-2024-00199,2,HEAT-1082,3,3,248.42,18.55,Despatched in full
SO-2024-00199,3,ELEC-1008,27,27,6.39,5.26,Despatched in full
SO-2024-00200,1,ELEC-1134,224,113,68.31,39.55,Short shipped
SO-2024-00200,2,DRAIN-1179,14,14,101.47,34.11,Despatched in full
SO-2024-00201,1,PIPE-1044,42,42,20.41,5.71,Despatched in full
SO-2024-00201,2,DRAIN-1199,3,0,8.11,0.0,Not available
SO-2024-00201,3,VENT-1119,2,2,830.49,8.03,Despatched in full
SO-2024-00201,4,DRAIN-1016,5,5,99.92,14.6,Despatched in full
SO-2024-00202,1,PIPE-1214,68,68,0.55,23.42,Despatched in full
SO-2024-00202,2,PIPE-1017,83,83,0.72,25.27,Despatched in full
SO-2024-00202,3,PIPE-1201,22,22,17.21,14.18,Despatched in full
SO-2024-00202,4,VENT-1141,4,4,206.25,15.47,Despatched in full
SO-2024-00203,1,VALV-1215,7,7,32.03,3.78,Despatched in full
SO-2024-00203,2,VENT-1115,3,3,59.12,7.21,Despatched in full
SO-2024-00203,3,RENW-1010,1,1,3716.38,0.87,Despatched in full
SO-2024-00204,1,DRAIN-1095,3,3,155.03,6.61,Despatched in full
SO-2024-00205,1,PIPE-1201,25,25,19.45,2.97,Despatched in full
SO-2024-00206,1,VALV-1204,4,4,41.51,23.14,Despatched in full
SO-2024-00206,2,TOOL-1155,16,16,38.5,27.8,Despatched in full
SO-2024-00206,3,RENW-1100,3,3,714.37,23.02,Despatched in full
SO-2024-00207,1,HEAT-1130,2,2,901.15,12.51,Despatched in full
SO-2024-00207,2,HEAT-1082,1,1,235.0,22.95,Despatched in full
SO-2024-00207,3,TOOL-1128,9,9,3.51,14.14,Despatched in full
SO-2024-00208,1,ELEC-1134,19,19,99.47,11.97,Despatched in full
SO-2024-00208,2,PIPE-1201,66,66,16.82,16.12,Despatched in full
SO-2024-00208,3,PIPE-1150,43,43,0.46,21.28,Despatched in full
SO-2024-00209,1,ELEC-1134,26,26,104.4,7.61,Despatched in full
SO-2024-00209,2,PIPE-1029,49,49,6.06,15.96,Despatched in full
SO-2024-00209,3,ELEC-1094,9,9,4.18,8.83,Despatched in full
SO-2024-00209,4,PIPE-1119,79,79,10.41,1.41,Despatched in full
SO-2024-00210,1,TOOL-1149,8,8,4.59,13.12,Despatched in full
SO-2024-00210,2,RENW-1087,2,2,1129.28,16.72,Despatched in full
SO-2024-00210,3,DRAIN-1106,4,4,14.44,5.46,Despatched in full
SO-2024-00210,4,PIPE-1168,64,64,1.25,12.58,Despatched in full
SO-2024-00210,5,RENW-1000,2,2,2238.74,11.02,Despatched in full
SO-2024-00211,1,TOOL-1128,16,16,3.92,4.22,Despatched in full
SO-2024-00211,2,PIPE-1206,66,66,0.78,14.33,Despatched in full
SO-2024-00211,3,RENW-1087,1,1,1356.0,0.0,Despatched in full
SO-2024-00211,4,PIPE-1201,33,33,16.18,19.29,Despatched in full
SO-2024-00212,1,PIPE-1061,15,15,2.78,9.47,Despatched in full
SO-2024-00212,2,ELEC-1107,12,12,2.6,22.05,Despatched in full
SO-2024-00212,3,PIPE-1004,39,39,2.07,23.75,Despatched in full
SO-2024-00212,4,ELEC-1088,20,20,16.19,18.82,Despatched in full
SO-2024-00212,5,RENW-1087,1,1,874.08,35.54,Despatched in full
SO-2024-00213,1,PIPE-1017,34,34,0.81,15.36,Despatched in full
SO-2024-00214,1,VALV-1102,13,13,88.22,9.68,Despatched in full
SO-2024-00214,2,TOOL-1031,7,7,20.78,10.06,Despatched in full
SO-2024-00215,1,RENW-1100,1,1,853.95,7.98,Despatched in full
SO-2024-00215,2,HEAT-1082,2,2,276.54,9.33,Despatched in full
SO-2024-00216,1,RENW-1192,1,1,1387.51,12.57,Despatched in full
SO-2024-00216,2,HEAT-1064,1,1,276.82,31.48,Despatched in full
SO-2024-00216,3,VALV-1121,5,5,85.79,27.91,Despatched in full
SO-2024-00217,1,HEAT-1016,2,0,651.19,6.84,Not available
SO-2024-00217,2,HEAT-1175,1,1,368.33,4.33,Despatched in full
SO-2024-00218,1,VENT-1119,5,5,813.69,9.89,Despatched in full
SO-2024-00218,2,RENW-1000,1,1,2223.89,11.61,Despatched in full
SO-2024-00218,3,ELEC-1036,14,14,2.6,20.11,Despatched in full
SO-2024-00218,4,ELEC-1217,11,0,141.71,2.94,Not available
SO-2024-00218,5,ELEC-1119,7,7,90.01,8.87,Despatched in full
SO-2024-00219,1,RENW-1145,1,1,3310.34,0.02,Despatched in full
SO-2024-00219,2,RENW-1087,1,1,1134.84,16.31,Despatched in full
SO-2024-00219,3,TOOL-1031,14,14,19.4,16.02,Despatched in full
SO-2024-00220,1,ELEC-1008,22,22,5.11,24.11,Despatched in full
SO-2024-00220,2,TOOL-1128,8,8,3.5,14.52,Despatched in full
SO-2024-00221,1,RENW-1212,1,1,2172.92,14.62,Despatched in full
SO-2024-00221,2,TOOL-1051,10,10,1.44,13.07,Despatched in full
SO-2024-00221,3,TOOL-1219,17,17,1.28,14.39,Despatched in full
SO-2024-00221,4,RENW-1100,1,1,723.0,22.09,Despatched in full
SO-2024-00222,1,ELEC-1150,21,21,15.13,27.49,Despatched in full
SO-2024-00222,2,VALV-1192,6,6,46.38,14.52,Despatched in full
SO-2024-00222,3,VENT-1002,3,3,73.02,19.49,Despatched in full
SO-2024-00222,4,VENT-1075,3,3,206.8,28.69,Despatched in full
SO-2024-00222,5,ELEC-1217,47,47,124.92,14.44,Despatched in full
SO-2024-00222,6,VALV-1014,9,9,39.58,24.8,Despatched in full
SO-2024-00222,7,VENT-1019,5,5,63.83,23.31,Despatched in full
SO-2024-00222,8,VALV-1042,6,6,16.36,6.8,Despatched in full
SO-2024-00223,1,VALV-1121,14,14,97.94,17.7,Despatched in full
SO-2024-00223,2,HEAT-1151,2,2,822.07,6.9,Despatched in full
SO-2024-00224,1,RENW-1186,1,1,1512.72,24.89,Despatched in full
SO-2024-00224,2,DRAIN-1204,12,12,7.84,22.19,Despatched in full
SO-2024-00224,3,TOOL-1051,16,16,1.28,22.73,Despatched in full
SO-2024-00224,4,RENW-1158,2,2,3207.64,19.04,Despatched in full
SO-2024-00225,1,HEAT-1182,1,1,567.94,12.22,Despatched in full
SO-2024-00225,2,ELEC-1214,24,24,1.89,6.05,Despatched in full
SO-2024-00225,3,RENW-1000,1,1,2272.45,9.68,Despatched in full
SO-2024-00226,1,HEAT-1009,2,2,783.89,16.43,Despatched in full
SO-2024-00226,2,VENT-1019,3,3,79.82,4.1,Despatched in full
SO-2024-00226,3,DRAIN-1084,10,10,8.77,19.06,Despatched in full
SO-2024-00227,1,PIPE-1044,43,43,20.25,6.48,Despatched in full
SO-2024-00227,2,HEAT-1033,2,2,1055.5,14.81,Despatched in full
SO-2024-00227,3,ELEC-1143,22,22,19.28,17.07,Despatched in full
SO-2024-00228,1,TOOL-1214,21,21,15.52,7.3,Despatched in full
SO-2024-00228,2,RENW-1100,3,3,857.75,7.57,Despatched in full
