sales_order_number,customer_account,warehouse_code,order_date,requested_delivery_date,despatch_date,order_channel,order_status
SO-2024-00291,C1376,WAR,2024-01-22,2024-01-25,2024-01-22,Account manager,Part despatched
SO-2024-00292,C1336,WAR,2024-01-22,2024-01-23,2024-01-22,Trade counter,Despatched
SO-2024-00293,C1821,LIV,2024-01-22,2024-01-23,2024-01-22,Trade counter,Despatched
SO-2024-00294,C1085,LIV,2024-01-22,2024-01-24,2024-01-24,Web,Despatched
SO-2024-00295,C1616,DAV,2024-01-23,2024-01-29,2024-01-23,Telephone,Despatched
SO-2024-00296,C1211,DAV,2024-01-23,2024-01-25,2024-01-24,Telephone,Despatched
SO-2024-00297,C1419,DAV,2024-01-23,2024-01-29,2024-01-23,Telephone,Part despatched
SO-2024-00298,C1062,DAV,2024-01-23,2024-01-26,2024-01-23,Trade counter,Part despatched
SO-2024-00299,C1416,DAV,2024-01-23,2024-01-25,2024-01-23,Account manager,Part despatched
SO-2024-00300,C1940,DAV,2024-01-23,2024-01-24,2024-01-23,Trade counter,Despatched
SO-2024-00301,C1234,WAR,2024-01-23,2024-01-25,2024-01-23,Web,Despatched
SO-2024-00302,C1234,WAR,2024-01-23,2024-01-26,2024-01-23,Trade counter,Despatched
SO-2024-00303,C1671,WAR,2024-01-23,2024-01-26,2024-01-24,Telephone,Part despatched
SO-2024-00304,C1752,WAR,2024-01-23,2024-01-24,2024-01-23,Telephone,Part despatched
SO-2024-00305,C1055,WAR,2024-01-23,2024-01-24,2024-01-23,Telephone,Despatched
SO-2024-00306,C1057,WAR,2024-01-23,2024-01-26,2024-01-23,Web,Despatched
SO-2024-00307,C1032,WAR,2024-01-23,2024-01-25,2024-01-23,Telephone,Despatched
SO-2024-00308,C1560,WAR,2024-01-23,2024-01-25,2024-01-23,Telephone,Despatched
SO-2024-00309,C1478,LIV,2024-01-23,2024-01-26,2024-01-23,Account manager,Part despatched
SO-2024-00310,C1904,LIV,2024-01-23,2024-01-26,2024-01-23,Trade counter,Despatched
SO-2024-00311,C1038,LIV,2024-01-23,2024-01-24,2024-01-23,Trade counter,Despatched
SO-2024-00312,C1004,LIV,2024-01-23,2024-01-26,2024-01-25,Account manager,Despatched
SO-2024-00313,C1419,DAV,2024-01-24,2024-01-25,2024-01-24,Telephone,Despatched
SO-2024-00314,C1262,DAV,2024-01-24,2024-01-26,2024-01-24,Telephone,Part despatched
SO-2024-00315,C1599,DAV,2024-01-24,2024-01-25,2024-01-25,Account manager,Despatched
SO-2024-00316,C1881,DAV,2024-01-24,2024-01-25,2024-01-24,Trade counter,Despatched
SO-2024-00317,C1143,DAV,2024-01-24,2024-01-26,2024-01-24,Account manager,Despatched
SO-2024-00318,C1290,DAV,2024-01-24,2024-01-30,2024-01-25,Telephone,Despatched
SO-2024-00319,C1795,DAV,2024-01-24,2024-01-26,2024-01-24,Telephone,Despatched
SO-2024-00320,C1146,DAV,2024-01-24,2024-01-30,2024-01-25,Account manager,Despatched
SO-2024-00321,C1854,DAV,2024-01-24,2024-01-25,2024-01-25,Telephone,Despatched
SO-2024-00322,C1450,WAR,2024-01-24,2024-01-30,2024-01-24,Telephone,Part despatched
SO-2024-00323,C1010,WAR,2024-01-24,2024-01-25,2024-01-24,Trade counter,Despatched
SO-2024-00324,C1264,WAR,2024-01-24,2024-01-30,2024-01-24,Account manager,Part despatched
SO-2024-00325,C1918,WAR,2024-01-24,2024-01-26,2024-01-24,Telephone,Despatched
SO-2024-00326,C1395,WAR,2024-01-24,2024-01-30,2024-01-26,Telephone,Part despatched
SO-2024-00327,C1017,WAR,2024-01-24,2024-01-25,2024-01-24,Telephone,Despatched
SO-2024-00328,C1948,WAR,2024-01-24,2024-01-25,2024-01-24,Web,Despatched
SO-2024-00329,C1032,WAR,2024-01-24,2024-01-26,2024-01-25,Telephone,Despatched
SO-2024-00330,C1856,LIV,2024-01-24,2024-01-26,2024-01-26,Web,Despatched
SO-2024-00331,C1357,LIV,2024-01-24,2024-01-29,2024-01-24,Telephone,Despatched
SO-2024-00332,C1085,LIV,2024-01-24,2024-01-26,2024-01-26,Account manager,Despatched
SO-2024-00333,C1266,LIV,2024-01-24,2024-01-30,2024-01-26,Web,Despatched
SO-2024-00334,C1607,LIV,2024-01-24,2024-01-26,2024-01-24,Trade counter,Despatched
SO-2024-00335,C1094,DAV,2024-01-25,2024-01-30,2024-01-25,Trade counter,Despatched
SO-2024-00336,C1319,DAV,2024-01-25,2024-01-31,2024-01-25,Telephone,Despatched
SO-2024-00337,C1512,DAV,2024-01-25,2024-01-26,2024-01-29,Telephone,Part despatched
SO-2024-00338,C1447,DAV,2024-01-25,2024-01-31,2024-01-25,Telephone,Despatched
SO-2024-00339,C1531,DAV,2024-01-25,2024-01-26,2024-01-25,Trade counter,Part despatched
SO-2024-00340,C1898,DAV,2024-01-25,2024-01-26,2024-01-25,Telephone,Despatched
SO-2024-00341,C1145,DAV,2024-01-25,2024-01-30,2024-01-25,Trade counter,Despatched
SO-2024-00342,C1660,DAV,2024-01-25,2024-01-29,2024-01-26,Web,Despatched
SO-2024-00343,C1447,DAV,2024-01-25,2024-01-31,2024-01-25,Telephone,Despatched
SO-2024-00344,C1193,WAR,2024-01-25,2024-01-30,2024-01-26,Trade counter,Despatched
SO-2024-00345,C1164,WAR,2024-01-25,2024-01-29,2024-01-25,Telephone,Despatched
SO-2024-00346,C1204,WAR,2024-01-25,2024-01-26,2024-01-25,Trade counter,Despatched
SO-2024-00347,C1408,WAR,2024-01-25,2024-01-26,2024-01-25,Trade counter,Despatched
SO-2024-00348,C1234,WAR,2024-01-25,2024-01-29,2024-01-26,Account manager,Part despatched
SO-2024-00349,C1032,WAR,2024-01-25,2024-01-26,2024-01-25,Telephone,Despatched
SO-2024-00350,C1051,WAR,2024-01-25,2024-01-31,2024-01-30,Trade counter,Despatched
SO-2024-00351,C1032,WAR,2024-01-25,2024-01-29,2024-01-25,Telephone,Despatched
SO-2024-00352,C1900,LIV,2024-01-25,2024-01-29,2024-01-25,Trade counter,Despatched
SO-2024-00353,C1685,LIV,2024-01-25,2024-01-29,2024-01-26,Trade counter,Despatched
SO-2024-00354,C1841,DAV,2024-01-26,2024-01-29,2024-01-26,Trade counter,Despatched
SO-2024-00355,C1486,DAV,2024-01-26,2024-01-31,2024-01-30,Trade counter,Despatched
SO-2024-00356,C1201,DAV,2024-01-26,2024-01-31,2024-01-29,Web,Despatched
SO-2024-00357,C1447,DAV,2024-01-26,2024-01-30,2024-01-26,Trade counter,Despatched
SO-2024-00358,C1936,DAV,2024-01-26,2024-01-31,2024-01-29,Trade counter,Despatched
SO-2024-00359,C1255,DAV,2024-01-26,2024-01-31,2024-01-26,Telephone,Despatched
SO-2024-00360,C1559,DAV,2024-01-26,2024-01-29,2024-01-26,Trade counter,Despatched
SO-2024-00361,C1367,DAV,2024-01-26,2024-01-29,2024-01-26,Telephone,Part despatched
SO-2024-00362,C1551,DAV,2024-01-26,2024-01-30,2024-01-26,Trade counter,Despatched
SO-2024-00363,C1410,DAV,2024-01-26,2024-01-30,2024-01-26,Telephone,Despatched
SO-2024-00364,C1032,WAR,2024-01-26,2024-01-30,2024-01-29,Trade counter,Part despatched
SO-2024-00365,C1032,WAR,2024-01-26,2024-02-01,2024-01-30,Trade counter,Despatched
SO-2024-00366,C1790,WAR,2024-01-26,2024-01-31,2024-01-26,Web,Despatched
SO-2024-00367,C1694,LIV,2024-01-26,2024-01-29,2024-01-26,Account manager,Despatched
SO-2024-00368,C1168,LIV,2024-01-26,2024-01-30,2024-01-30,Telephone,Despatched
SO-2024-00369,C1085,LIV,2024-01-26,2024-01-30,2024-01-26,Account manager,Despatched
SO-2024-00370,C1821,LIV,2024-01-26,2024-02-01,2024-01-26,Telephone,Despatched
SO-2024-00371,C1687,LIV,2024-01-26,2024-01-30,2024-01-26,Telephone,Despatched
SO-2024-00372,C1313,LIV,2024-01-26,2024-02-01,2024-01-26,Account manager,Despatched
SO-2024-00373,C1299,DAV,2024-01-29,2024-01-30,2024-01-29,Web,Despatched
SO-2024-00374,C1442,DAV,2024-01-29,2024-01-30,2024-01-31,Trade counter,Despatched
SO-2024-00375,C1145,DAV,2024-01-29,2024-02-01,2024-01-29,Telephone,Despatched
SO-2024-00376,C1145,DAV,2024-01-29,2024-01-31,2024-01-29,Telephone,Part despatched
SO-2024-00377,C1447,DAV,2024-01-29,2024-02-02,2024-01-30,Web,Despatched
SO-2024-00378,C1882,DAV,2024-01-29,2024-02-01,2024-01-29,Trade counter,Despatched
SO-2024-00379,C1795,DAV,2024-01-29,2024-01-31,2024-01-29,Account manager,Despatched
SO-2024-00380,C1765,DAV,2024-01-29,2024-02-01,2024-01-29,Trade counter,Despatched
SO-2024-00381,C1218,DAV,2024-01-29,2024-02-02,2024-01-29,Telephone,Despatched
SO-2024-00382,C1577,DAV,2024-01-29,2024-02-02,2024-01-29,Trade counter,Despatched
SO-2024-00383,C1429,DAV,2024-01-29,2024-02-01,2024-02-01,Trade counter,Part despatched
SO-2024-00384,C1234,WAR,2024-01-29,2024-02-01,2024-01-29,Account manager,Despatched
SO-2024-00385,C1174,WAR,2024-01-29,2024-01-31,2024-01-29,Trade counter,Despatched
SO-2024-00386,C1047,WAR,2024-01-29,2024-01-30,2024-01-29,Web,Despatched
SO-2024-00387,C1032,WAR,2024-01-29,2024-01-30,2024-01-30,Web,Despatched
SO-2024-00388,C1821,LIV,2024-01-29,2024-02-01,2024-01-29,Trade counter,Despatched
SO-2024-00389,C1254,LIV,2024-01-29,2024-02-01,2024-01-29,Telephone,Despatched
SO-2024-00390,C1430,LIV,2024-01-29,2024-01-30,2024-01-29,Trade counter,Despatched
SO-2024-00391,C1092,DAV,2024-01-30,2024-01-31,2024-01-30,Trade counter,Despatched
SO-2024-00392,C1551,DAV,2024-01-30,2024-01-31,2024-01-30,Web,Despatched
SO-2024-00393,C1035,DAV,2024-01-30,2024-02-01,2024-01-31,Web,Despatched
SO-2024-00394,C1985,DAV,2024-01-30,2024-01-31,2024-01-30,Trade counter,Despatched
SO-2024-00395,C1401,DAV,2024-01-30,2024-01-31,2024-01-30,Account manager,Despatched
SO-2024-00396,C1512,DAV,2024-01-30,2024-02-05,2024-01-30,Telephone,Despatched
SO-2024-00397,C1940,DAV,2024-01-30,2024-01-31,2024-01-30,Telephone,Part despatched
SO-2024-00398,C1145,DAV,2024-01-30,2024-02-02,2024-01-30,Telephone,Despatched
SO-2024-00399,C1872,WAR,2024-01-30,2024-01-31,2024-01-30,Trade counter,Despatched
SO-2024-00400,C1230,WAR,2024-01-30,2024-02-01,2024-01-31,Account manager,Part despatched
SO-2024-00401,C1750,WAR,2024-01-30,2024-02-05,2024-01-30,Web,Despatched
SO-2024-00402,C1001,WAR,2024-01-30,2024-02-02,2024-01-31,Web,Despatched
SO-2024-00403,C1075,WAR,2024-01-30,2024-02-01,2024-02-01,Trade counter,Despatched
SO-2024-00404,C1802,WAR,2024-01-30,2024-02-02,2024-01-30,Trade counter,Part despatched
SO-2024-00405,C1395,WAR,2024-01-30,2024-02-02,2024-01-30,Account manager,Despatched
SO-2024-00406,C1162,WAR,2024-01-30,2024-02-05,2024-01-31,Account manager,Part despatched
SO-2024-00407,C1032,WAR,2024-01-30,2024-02-02,2024-01-30,Telephone,Despatched
SO-2024-00408,C1464,WAR,2024-01-30,2024-02-02,2024-01-30,Account manager,Despatched
SO-2024-00409,C1822,WAR,2024-01-30,2024-02-02,2024-01-30,Telephone,Despatched
SO-2024-00410,C1357,LIV,2024-01-30,2024-02-02,2024-02-01,Account manager,Despatched
SO-2024-00411,C1321,LIV,2024-01-30,2024-02-05,2024-01-30,Trade counter,Despatched
SO-2024-00412,C1821,LIV,2024-01-30,2024-02-02,2024-01-30,Account manager,Despatched
SO-2024-00413,C1687,LIV,2024-01-30,2024-02-02,2024-01-30,Account manager,Despatched
SO-2024-00414,C1430,LIV,2024-01-30,2024-02-05,2024-01-30,Telephone,Despatched
SO-2024-00415,C1926,DAV,2024-01-31,2024-02-06,2024-01-31,Telephone,Despatched
SO-2024-00416,C1434,DAV,2024-01-31,2024-02-06,2024-01-31,Account manager,Despatched
SO-2024-00417,C1515,DAV,2024-01-31,2024-02-06,2024-01-31,Telephone,Despatched
SO-2024-00418,C1800,DAV,2024-01-31,2024-02-06,2024-01-31,Telephone,Despatched
SO-2024-00419,C1145,DAV,2024-01-31,2024-02-01,2024-01-31,Trade counter,Despatched
SO-2024-00420,C1385,DAV,2024-01-31,2024-02-02,2024-01-31,Trade counter,Despatched
SO-2024-00421,C1787,DAV,2024-01-31,2024-02-05,2024-01-31,Web,Despatched
SO-2024-00422,C1017,WAR,2024-01-31,2024-02-01,2024-01-31,Trade counter,Despatched
SO-2024-00423,C1955,WAR,2024-01-31,2024-02-06,2024-01-31,Account manager,Despatched
SO-2024-00424,C1215,WAR,2024-01-31,2024-02-05,2024-01-31,Account manager,Despatched
SO-2024-00425,C1435,LIV,2024-01-31,2024-02-06,2024-02-01,Web,Despatched
SO-2024-00426,C1278,DAV,2024-02-01,2024-02-07,2024-02-02,Telephone,Despatched
SO-2024-00427,C1385,DAV,2024-02-01,2024-02-06,2024-02-01,Account manager,Despatched
SO-2024-00428,C1270,DAV,2024-02-01,2024-02-07,2024-02-01,Trade counter,Despatched
SO-2024-00429,C1110,DAV,2024-02-01,2024-02-07,2024-02-02,Account manager,Despatched
SO-2024-00430,C1704,DAV,2024-02-01,2024-02-02,2024-02-01,Telephone,Despatched
SO-2024-00431,C1215,WAR,2024-02-01,2024-02-02,2024-02-05,Trade counter,Part despatched
SO-2024-00432,C1346,WAR,2024-02-01,2024-02-05,2024-02-01,Telephone,Despatched
SO-2024-00433,C1157,WAR,2024-02-01,2024-02-02,2024-02-05,Web,Part despatched
SO-2024-00434,C1702,WAR,2024-02-01,2024-02-05,2024-02-02,Trade counter,Despatched
SO-2024-00435,C1474,WAR,2024-02-01,2024-02-06,2024-02-01,Telephone,Despatched
SO-2024-00436,C1871,WAR,2024-02-01,2024-02-02,2024-02-01,Web,Despatched
SO-2024-00437,C1047,WAR,2024-02-01,2024-02-06,2024-02-02,Telephone,Despatched
SO-2024-00438,C1871,WAR,2024-02-01,2024-02-02,2024-02-01,Telephone,Despatched
SO-2024-00439,C1460,WAR,2024-02-01,2024-02-07,2024-02-01,Web,Despatched
SO-2024-00440,C1109,LIV,2024-02-01,2024-02-06,2024-02-01,Telephone,Despatched
SO-2024-00441,C1321,LIV,2024-02-01,2024-02-02,2024-02-01,Trade counter,Despatched
SO-2024-00442,C1447,DAV,2024-02-02,2024-02-06,2024-02-02,Telephone,Despatched
SO-2024-00443,C1599,DAV,2024-02-02,2024-02-08,2024-02-02,Trade counter,Part despatched
SO-2024-00444,C1389,DAV,2024-02-02,2024-02-08,2024-02-02,Telephone,Despatched
SO-2024-00445,C1201,DAV,2024-02-02,2024-02-08,2024-02-02,Account manager,Despatched
SO-2024-00446,C1429,DAV,2024-02-02,2024-02-05,2024-02-05,Web,Despatched
SO-2024-00447,C1366,DAV,2024-02-02,2024-02-07,2024-02-05,Trade counter,Despatched
SO-2024-00448,C1097,DAV,2024-02-02,2024-02-06,2024-02-02,Trade counter,Despatched
SO-2024-00449,C1560,WAR,2024-02-02,2024-02-06,2024-02-02,Telephone,Despatched
SO-2024-00450,C1872,WAR,2024-02-02,2024-02-07,2024-02-05,Telephone,Despatched
SO-2024-00451,C1174,WAR,2024-02-02,2024-02-07,2024-02-02,Trade counter,Despatched
SO-2024-00452,C1651,WAR,2024-02-02,2024-02-08,2024-02-02,Web,Despatched
SO-2024-00453,C1839,WAR,2024-02-02,2024-02-07,2024-02-07,Web,Part despatched
SO-2024-00454,C1254,LIV,2024-02-02,2024-02-05,2024-02-02,Account manager,Despatched
SO-2024-00455,C1584,LIV,2024-02-02,2024-02-08,2024-02-02,Account manager,Despatched
SO-2024-00456,C1853,LIV,2024-02-02,2024-02-08,2024-02-02,Web,Despatched
SO-2024-00457,C1168,LIV,2024-02-02,2024-02-07,2024-02-02,Trade counter,Despatched
SO-2024-00458,C1033,LIV,2024-02-02,2024-02-08,2024-02-02,Trade counter,Despatched
SO-2024-00459,C1728,DAV,2024-02-05,2024-02-08,2024-02-05,Telephone,Despatched
SO-2024-00460,C1728,DAV,2024-02-05,2024-02-07,2024-02-06,Web,Despatched
SO-2024-00461,C1447,DAV,2024-02-05,2024-02-08,2024-02-05,Telephone,Despatched
SO-2024-00462,C1270,DAV,2024-02-05,2024-02-08,2024-02-08,Telephone,Despatched
SO-2024-00463,C1389,DAV,2024-02-05,2024-02-07,2024-02-05,Trade counter,Despatched
SO-2024-00464,C1145,DAV,2024-02-05,2024-02-09,2024-02-05,Web,Despatched
SO-2024-00465,C1389,DAV,2024-02-05,2024-02-09,2024-02-05,Web,Despatched
SO-2024-00466,C1191,DAV,2024-02-05,2024-02-06,2024-02-06,Account manager,Despatched
SO-2024-00467,C1985,DAV,2024-02-05,2024-02-08,2024-02-06,Telephone,Despatched
SO-2024-00468,C1262,DAV,2024-02-05,2024-02-06,2024-02-05,Telephone,Part despatched
SO-2024-00469,C1599,DAV,2024-02-05,2024-02-06,2024-02-05,Account manager,Despatched
SO-2024-00470,C1952,DAV,2024-02-05,2024-02-09,2024-02-05,Web,Despatched
SO-2024-00471,C1610,DAV,2024-02-05,2024-02-07,2024-02-05,Web,Despatched
SO-2024-00472,C1844,WAR,2024-02-05,2024-02-08,2024-02-06,Telephone,Despatched
SO-2024-00473,C1032,WAR,2024-02-05,2024-02-09,2024-02-05,Trade counter,Despatched
SO-2024-00474,C1032,WAR,2024-02-05,2024-02-06,2024-02-05,Web,Despatched
SO-2024-00475,C1948,WAR,2024-02-05,2024-02-06,2024-02-05,Telephone,Part despatched
SO-2024-00476,C1051,WAR,2024-02-05,2024-02-07,2024-02-06,Trade counter,Despatched
SO-2024-00477,C1651,WAR,2024-02-05,2024-02-08,2024-02-06,Account manager,Despatched
SO-2024-00478,C1156,WAR,2024-02-05,2024-02-07,2024-02-06,Account manager,Despatched
SO-2024-00479,C1001,WAR,2024-02-05,2024-02-07,2024-02-06,Trade counter,Part despatched
SO-2024-00480,C1160,LIV,2024-02-05,2024-02-08,2024-02-08,Account manager,Despatched
SO-2024-00481,C1800,DAV,2024-02-06,2024-02-09,2024-02-06,Trade counter,Despatched
SO-2024-00482,C1201,DAV,2024-02-06,2024-02-09,2024-02-09,Web,Despatched
SO-2024-00483,C1232,DAV,2024-02-06,2024-02-08,2024-02-06,Trade counter,Despatched
SO-2024-00484,C1232,DAV,2024-02-06,2024-02-08,2024-02-06,Web,Despatched
SO-2024-00485,C1189,DAV,2024-02-06,2024-02-12,2024-02-06,Trade counter,Despatched
SO-2024-00486,C1366,DAV,2024-02-06,2024-02-09,2024-02-08,Telephone,Despatched
SO-2024-00487,C1270,DAV,2024-02-06,2024-02-08,2024-02-06,Account manager,Despatched
SO-2024-00488,C1734,DAV,2024-02-06,2024-02-07,2024-02-06,Web,Despatched
SO-2024-00489,C1861,DAV,2024-02-06,2024-02-08,2024-02-07,Telephone,Part despatched
SO-2024-00490,C1209,DAV,2024-02-06,2024-02-12,2024-02-06,Account manager,Part despatched
SO-2024-00491,C1215,WAR,2024-02-06,2024-02-08,2024-02-06,Account manager,Part despatched
SO-2024-00492,C1713,WAR,2024-02-06,2024-02-12,2024-02-06,Trade counter,Despatched
SO-2024-00493,C1822,WAR,2024-02-06,2024-02-07,2024-02-06,Web,Despatched
SO-2024-00494,C1702,WAR,2024-02-06,2024-02-07,2024-02-06,Trade counter,Despatched
SO-2024-00495,C1584,LIV,2024-02-06,2024-02-09,2024-02-09,Web,Part despatched
SO-2024-00496,C1693,LIV,2024-02-06,2024-02-07,2024-02-06,Account manager,Despatched
SO-2024-00497,C1435,LIV,2024-02-06,2024-02-09,2024-02-06,Trade counter,Despatched
SO-2024-00498,C1531,DAV,2024-02-07,2024-02-12,2024-02-07,Trade counter,Despatched
SO-2024-00499,C1429,DAV,2024-02-07,2024-02-08,2024-02-07,Telephone,Part despatched
SO-2024-00500,C1515,DAV,2024-02-07,2024-02-08,2024-02-09,Telephone,Despatched
SO-2024-00501,C1593,DAV,2024-02-07,2024-02-08,2024-02-07,Telephone,Part despatched
SO-2024-00502,C1442,DAV,2024-02-07,2024-02-09,2024-02-07,Trade counter,Despatched
SO-2024-00503,C1270,DAV,2024-02-07,2024-02-12,2024-02-07,Telephone,Despatched
SO-2024-00504,C1098,DAV,2024-02-07,2024-02-13,2024-02-07,Telephone,Despatched
SO-2024-00505,C1299,DAV,2024-02-07,2024-02-12,2024-02-08,Trade counter,Despatched
SO-2024-00506,C1730,WAR,2024-02-07,2024-02-09,2024-02-07,Web,Despatched
SO-2024-00507,C1460,WAR,2024-02-07,2024-02-08,2024-02-07,Telephone,Despatched
SO-2024-00508,C1010,WAR,2024-02-07,2024-02-12,2024-02-09,Telephone,Despatched
SO-2024-00509,C1215,WAR,2024-02-07,2024-02-09,2024-02-07,Web,Despatched
SO-2024-00510,C1724,WAR,2024-02-07,2024-02-09,2024-02-07,Trade counter,Despatched
SO-2024-00511,C1346,WAR,2024-02-07,2024-02-09,2024-02-07,Telephone,Despatched
SO-2024-00512,C1450,WAR,2024-02-07,2024-02-13,2024-02-08,Trade counter,Despatched
SO-2024-00513,C1422,LIV,2024-02-07,2024-02-13,2024-02-07,Trade counter,Part despatched
SO-2024-00514,C1600,LIV,2024-02-07,2024-02-09,2024-02-07,Telephone,Part despatched
SO-2024-00515,C1478,LIV,2024-02-07,2024-02-13,2024-02-07,Web,Part despatched
SO-2024-00516,C1085,LIV,2024-02-07,2024-02-09,2024-02-09,Trade counter,Despatched
SO-2024-00517,C1959,LIV,2024-02-07,2024-02-09,2024-02-07,Account manager,Despatched
SO-2024-00518,C1262,DAV,2024-02-08,2024-02-12,2024-02-09,Trade counter,Despatched
SO-2024-00519,C1728,DAV,2024-02-08,2024-02-09,2024-02-09,Trade counter,Despatched
SO-2024-00520,C1521,DAV,2024-02-08,2024-02-13,2024-02-08,Telephone,Despatched
SO-2024-00521,C1209,DAV,2024-02-08,2024-02-14,2024-02-08,Trade counter,Despatched
SO-2024-00522,C1447,DAV,2024-02-08,2024-02-09,2024-02-12,Telephone,Despatched
SO-2024-00523,C1385,DAV,2024-02-08,2024-02-14,2024-02-08,Account manager,Despatched
SO-2024-00524,C1728,DAV,2024-02-08,2024-02-09,2024-02-08,Trade counter,Despatched
SO-2024-00525,C1447,DAV,2024-02-08,2024-02-09,2024-02-08,Telephone,Part despatched
SO-2024-00526,C1730,WAR,2024-02-08,2024-02-14,2024-02-08,Account manager,Despatched
SO-2024-00527,C1724,WAR,2024-02-08,2024-02-12,2024-02-08,Web,Part despatched
SO-2024-00528,C1948,WAR,2024-02-08,2024-02-14,2024-02-08,Account manager,Despatched
SO-2024-00529,C1051,WAR,2024-02-08,2024-02-14,2024-02-08,Telephone,Despatched
SO-2024-00530,C1802,WAR,2024-02-08,2024-02-13,2024-02-08,Trade counter,Despatched
SO-2024-00531,C1085,LIV,2024-02-08,2024-02-13,2024-02-09,Trade counter,Despatched
SO-2024-00532,C1128,LIV,2024-02-08,2024-02-13,2024-02-08,Trade counter,Despatched
SO-2024-00533,C1385,DAV,2024-02-09,2024-02-12,2024-02-09,Trade counter,Despatched
SO-2024-00534,C1593,DAV,2024-02-09,2024-02-12,2024-02-09,Account manager,Part despatched
SO-2024-00535,C1145,DAV,2024-02-09,2024-02-15,2024-02-09,Telephone,Despatched
SO-2024-00536,C1484,DAV,2024-02-09,2024-02-13,2024-02-09,Web,Despatched
SO-2024-00537,C1936,DAV,2024-02-09,2024-02-14,2024-02-12,Web,Despatched
SO-2024-00538,C1486,DAV,2024-02-09,2024-02-14,2024-02-12,Web,Despatched
SO-2024-00539,C1593,DAV,2024-02-09,2024-02-14,2024-02-09,Account manager,Despatched
SO-2024-00540,C1407,DAV,2024-02-09,2024-02-15,2024-02-09,Trade counter,Despatched
SO-2024-00541,C1195,DAV,2024-02-09,2024-02-14,2024-02-09,Account manager,Despatched
SO-2024-00542,C1682,DAV,2024-02-09,2024-02-15,2024-02-12,Trade counter,Despatched
SO-2024-00543,C1389,DAV,2024-02-09,2024-02-12,2024-02-12,Web,Despatched
SO-2024-00544,C1270,DAV,2024-02-09,2024-02-14,2024-02-09,Telephone,Part despatched
SO-2024-00545,C1320,DAV,2024-02-09,2024-02-12,2024-02-09,Trade counter,Despatched
SO-2024-00546,C1078,DAV,2024-02-09,2024-02-13,2024-02-09,Web,Despatched
SO-2024-00547,C1450,WAR,2024-02-09,2024-02-15,2024-02-12,Telephone,Part despatched
SO-2024-00548,C1032,WAR,2024-02-09,2024-02-12,2024-02-09,Account manager,Despatched
SO-2024-00549,C1215,WAR,2024-02-09,2024-02-12,2024-02-14,Web,Despatched
SO-2024-00550,C1032,WAR,2024-02-09,2024-02-14,2024-02-09,Telephone,Despatched
SO-2024-00551,C1032,WAR,2024-02-09,2024-02-12,2024-02-09,Telephone,Despatched
SO-2024-00552,C1124,LIV,2024-02-09,2024-02-13,2024-02-09,Trade counter,Despatched
SO-2024-00553,C1033,LIV,2024-02-09,2024-02-15,2024-02-12,Web,Despatched
SO-2024-00554,C1168,LIV,2024-02-09,2024-02-13,2024-02-14,Trade counter,Part despatched
SO-2024-00555,C1201,DAV,2024-02-12,2024-02-15,2024-02-12,Web,Despatched
SO-2024-00556,C1491,DAV,2024-02-12,2024-02-14,2024-02-12,Trade counter,Part despatched
SO-2024-00557,C1629,DAV,2024-02-12,2024-02-15,2024-02-13,Account manager,Despatched
SO-2024-00558,C1572,DAV,2024-02-12,2024-02-15,2024-02-13,Account manager,Despatched
SO-2024-00559,C1307,DAV,2024-02-12,2024-02-13,2024-02-13,Web,Part despatched
SO-2024-00560,C1760,DAV,2024-02-12,2024-02-16,2024-02-12,Account manager,Despatched
SO-2024-00561,C1145,DAV,2024-02-12,2024-02-14,2024-02-13,Web,Despatched
SO-2024-00562,C1596,DAV,2024-02-12,2024-02-16,2024-02-12,Telephone,Despatched
SO-2024-00563,C1730,WAR,2024-02-12,2024-02-14,2024-02-12,Web,Despatched
SO-2024-00564,C1844,WAR,2024-02-12,2024-02-16,2024-02-14,Trade counter,Despatched
